PCI,R,AR,YSM,RT,AT,AADT,PC_结构型,PC_环境型,PC_效率型,S,cluster,priority_raw,priority
67.66,13.63,47.91,2,1,1,4214,-1.0425510912090916,-1.3583749281280018,-0.9379590693357479,-1.1146178497133148,0,1,紧急
70.99,14.5,55.57,2,1,1,3334,-0.911628778199287,-1.0578295154423467,-0.9822592180967509,-0.9839659340540624,0,1,紧急
44.83,19.36,85.29,6,1,2,3901,0.9196310022640167,0.6758442748508665,-1.1627632161926793,0.15579744686344216,3,4,低
75.6,17.16,67.72,3,2,1,22501,-0.37443675292855255,-0.43921859425595067,0.8798210024618535,0.014398637020134109,3,4,低
63.61,21.26,83.87,15,3,1,81917,0.9227870630196907,1.8972047896550635,4.768079276976831,2.5097291648352478,2,3,中
30.41,20.07,68.81,9,2,2,8273,1.4475831327929927,0.45493177816831637,-0.04547924667843709,0.6246191621107101,1,2,高
63.79,13.71,63.54,6,3,1,34808,-0.9278938401120205,-0.17753206012472053,2.396561426997185,0.41310733768491104,1,2,高
100.0,15.67,45.07,7,2,1,6222,-1.3383582533744989,-0.7603180758097022,0.0603185914614364,-0.6858589064218505,0,1,紧急
0.0,19.02,71.3,7,1,2,4110,1.9380581264993682,0.2688341663240743,-1.1522419308619412,0.3644191845551463,1,2,高
63.15,13.31,55.72,5,2,1,7467,-1.0099826475366014,-0.6262524281872411,0.1229932337426281,-0.5098803186333459,3,4,低
57.93,14.45,49.34,4,1,1,2000,-0.6029432620273675,-1.0184733975203437,-1.0494142163321802,-0.8889893460299372,0,1,紧急
90.37,13.68,48.59,5,2,1,6046,-1.588357936735012,-0.906002923284985,0.05145856170923583,-0.8217963106927412,0,1,紧急
78.76,13.34,49.04,6,2,1,24751,-1.3862179172809972,-0.7464496167751117,0.993088428271236,-0.391883841488021,3,4,低
91.45,13.38,40.49,5,3,1,25148,-1.6882571095358039,-1.2238120411379623,1.9102666121889027,-0.35376932527090077,3,4,低
82.48,14.44,59.52,7,2,1,10218,-1.2086351274886686,-0.19336230383741568,0.26148153969889987,-0.38556889039348585,3,4,低
32.52,19.85,70.1,9,1,2,2752,1.3419376345261007,0.5055458228634199,-1.2206051149726707,0.2214265190277931,1,2,高
70.57,13.76,47.34,7,3,1,32885,-1.082266201015223,-0.6712530514237443,2.2997555337387663,0.16335341648285406,3,4,低
55.59,18.38,83.69,13,2,1,9318,0.4155878543042479,1.6063478760000252,0.2161745693751468,0.7511240547692428,1,2,高
47.23,18.32,80.23,7,1,2,2673,0.6063388508881219,0.6192089098335913,-1.2245820601455335,0.011230876168855708,3,4,低
59.25,14.25,44.79,7,3,1,25368,-0.6842860056505965,-0.771304070007089,1.9213416493791533,0.13950046688470907,3,4,低
82.84,13.94,55.1,1,1,2,1553,-1.3397498406088393,-1.218167535823462,-1.280964067659537,-1.2795774595014584,0,1,紧急
81.7,16.14,54.15,3,1,1,2177,-0.7737551412462209,-0.9716469558935926,-1.040503845501842,-0.9277008824634269,0,1,紧急
34.24,17.54,73.61,5,2,2,24665,0.7347919613091192,0.07567412963865525,0.7797117061515179,0.5276318342562463,1,2,高
74.68,13.89,45.58,4,3,1,26448,-1.1514679010000906,-1.1659996053138246,1.9757100137676569,-0.1325270624550422,3,4,低
85.0,15.66,64.47,3,2,1,20984,-0.9722212508616322,-0.5667345983327624,0.8034535869272609,-0.25437697888597893,3,4,低
100.0,14.02,49.94,4,2,1,8972,-1.741845082394113,-0.9949319813830863,0.19875655633957065,-0.8550759394662345,0,1,紧急
49.66,19.5,57.97,16,3,1,59222,0.8351827228932392,1.0228975708037087,3.6255885086461923,1.811943531536332,2,3,中
59.44,13.3,70.71,7,3,1,27513,-0.921265314288674,0.24568510712243755,2.029323261984098,0.43756119512467323,1,2,高
18.15,18.61,72.21,6,1,2,2524,1.3918130864714184,0.1626414030586511,-1.2320828807880213,0.11900074057503207,3,4,低
78.91,15.02,37.21,4,2,1,853,-0.9790807878697317,-1.4944023604285674,-0.20996265705881909,-0.9007361738099096,0,1,紧急
69.01,14.67,58.51,3,1,1,2054,-0.8214045341417463,-0.8005793319628544,-1.0466957981127551,-0.8881544789538931,0,1,紧急
12.33,19.36,70.39,12,1,2,3665,1.7182261529381115,0.9426159072172191,-1.1746437106331302,0.5100263250253037,1,2,高
26.01,19.01,79.21,18,2,1,20006,1.2964909096539388,2.140058190876487,0.7542200125087826,1.402907012803243,2,3,中
26.14,20.74,82.41,6,3,2,36939,1.716346355841504,0.5628454773920298,2.2947908751083115,1.517446157705054,2,3,中
9.03,19.98,75.09,5,1,2,2413,1.950927508652157,0.13374295611055734,-1.2376707404612843,0.2953006512389246,1,2,高
19.18,19.88,81.85,18,3,1,71632,1.6770663528437062,2.2436404218804205,4.250321288332609,2.71026081111014,2,3,中
74.04,13.14,45.49,2,2,2,8614,-1.319144823671256,-1.4533253065482739,-0.028312939033548458,-0.9416955244269656,0,1,紧急
55.32,14.43,37.53,1,2,2,6410,-0.543700677831279,-1.907538671709488,-0.13926467524860583,-0.8703728816815619,0,1,紧急
81.55,13.68,55.02,9,1,1,2553,-1.3716314989213036,-0.08612843605298662,-1.0215756001221408,-0.8243084682000508,0,1,紧急
31.29,20.46,76.05,7,3,2,24106,1.5213292474604954,0.45520371074403,1.648763819369731,1.2041807720009108,2,3,中
31.46,19.14,102.51,17,1,2,2972,1.1943625173028165,2.912352606466393,-1.20953007778242,0.9856279943491084,1,2,高
55.97,14.82,54.96,5,3,1,20440,-0.464302966712852,-0.656071555294434,1.6732608163175366,0.170979991223424,3,4,低
64.27,14.94,37.85,8,3,1,10130,-0.6389073854598027,-0.9017025389211044,1.1542443007198773,-0.1402926960076627,3,4,低
76.34,15.3,41.38,4,2,1,5367,-0.8474598483730046,-1.3307895182746272,0.01727696965387108,-0.7270410009038292,0,1,紧急
93.33,15.72,48.59,4,3,1,26604,-1.1622350826910373,-1.0479001676919155,1.9835632219571075,-0.09381995118598518,3,4,低
84.38,14.47,66.96,1,2,2,19872,-1.247986104441007,-0.7528322101770045,0.5384269186384643,-0.49644312790179157,3,4,低
84.17,14.58,39.87,2,3,2,22373,-1.2159268292250875,-1.6738299043672533,1.5615227309574378,-0.46073040831379486,3,4,低
45.42,12.07,51.39,4,1,1,1943,-0.8775447430908232,-0.938040225718047,-1.052283657786018,-0.9551174338910353,0,1,紧急
84.56,14.07,33.54,4,2,1,17999,-1.3502240818210574,-1.6383973558014595,0.6531854686868134,-0.7913139209030017,0,1,紧急
16.13,19.25,72.22,5,1,2,2431,1.5979528287708074,0.021136515587341836,-1.2367646010548092,0.13909667036882306,3,4,低
92.91,12.29,46.39,9,1,1,1474,-1.990678305545011,-0.42473247149387483,-1.0758936234325072,-1.1640637785716943,0,1,紧急
68.19,11.83,55.76,3,1,1,4137,-1.4957417850442791,-0.9084774892586182,-0.9418353323523356,-1.116713786965126,0,1,紧急
28.43,18.33,84.61,5,2,2,12049,1.0707408050763134,0.5072667588217107,0.14460866436877556,0.5778548677375047,1,2,高
49.9,11.94,47.08,3,1,1,2483,-1.01941788446874,-1.249043309377611,-1.0250994755917662,-1.0985726304420613,0,1,紧急
58.9,16.66,48.61,6,2,1,6903,-0.08635044234102895,-0.7633209650068129,0.09460086567307618,-0.2549835067820882,3,4,低
100.0,12.05,51.32,5,1,1,2169,-2.2235839024963187,-0.7988894798604632,-1.040906574126942,-1.3568086857135273,0,1,紧急
100.0,13.76,72.34,7,2,1,9126,-1.805424825148719,0.3096392876286543,0.20650908237274615,-0.4347659965666936,3,4,低
95.77,12.94,35.22,6,1,1,6048,-1.9020053219178168,-1.2886869018032776,-0.8456335320315668,-1.3497009604065406,0,1,紧急
71.99,14.53,57.38,6,1,1,4287,-0.9288648125175739,-0.4192239324672314,-0.9342841706317102,-0.7590880204065591,0,1,紧急
65.32,13.92,43.74,2,3,2,43325,-0.9141363734419579,-1.5219877702819418,2.616269000094408,0.03710205712854986,3,4,低
31.52,19.13,67.27,5,2,2,5271,1.1904428130725484,-0.17308016754503316,-0.19660316324722218,0.2773486941850978,1,2,高
61.09,13.56,70.5,3,1,1,1970,-0.89822963302983,-0.3301433661533239,-1.0509244486763052,-0.756997158039681,0,1,紧急
72.97,15.39,54.17,5,3,1,30461,-0.7426433017957424,-0.6870677532084898,2.1777287603334576,0.232188596689492,1,2,高
100.0,12.65,54.27,4,1,1,1266,-2.076861419216459,-0.8250414282592106,-1.0863645676851077,-1.331197297507404,0,1,紧急
29.16,20.7,69.65,5,1,2,939,1.632356938339695,-0.07969921686724443,-1.3118734896359643,0.09212311051094735,3,4,低
7.12,18.64,74.33,6,3,2,19250,1.6701801186949583,0.2458210734102947,1.404307543934015,1.103678008142264,2,3,中
27.72,20.04,78.67,5,2,2,4079,1.5063461149463322,0.27420673906286075,-0.2566097283871262,0.5144050448675903,1,2,高
26.88,18.54,66.97,14,3,1,37139,1.160180519871798,1.0922243240487115,2.513906480135705,1.580513094928829,2,3,中
45.59,19.7,70.81,5,3,2,42782,0.9840989023427377,-0.034185812335213284,2.588933794665744,1.1667523936294382,2,3,中
14.42,19.64,83.06,14,3,2,38762,1.7353408339074148,1.7235266334628352,2.38656266055298,1.9445728813476255,2,3,中
86.93,15.59,47.82,7,3,1,46085,-1.0367631397817496,-0.6524199185139382,2.9642577651538105,0.40253827411355947,1,2,高
88.24,14.77,49.76,2,3,1,28198,-1.2694733945426777,-1.2857888950381244,2.063806900508288,-0.18365545698296748,3,4,低
97.35,15.65,55.68,1,3,2,25104,-1.2781327828391194,-1.1954108335574465,1.6990042153509595,-0.27557835126181973,3,4,低
53.26,17.24,63.32,18,1,1,2864,0.19406826533622662,1.5166030201747827,-1.0059195248213775,0.24637510288500192,1,2,高
31.73,19.01,74.19,5,1,2,3505,1.155938163135298,0.0984308319046708,-1.1826982831351307,0.034303495718718435,3,4,低
82.58,13.69,70.37,9,1,1,3614,-1.394495447436721,0.5161394601251862,-0.96816371621825,-0.611773158037594,0,1,紧急
23.04,21.15,81.48,7,2,2,14833,1.8927804107111421,0.6682535267862112,0.2847582259035849,0.9541267933767982,1,2,高
33.06,18.49,70.55,7,1,2,2326,0.9960977068446537,0.2394073961525023,-1.2420504142592472,0.008621261882654385,3,4,低
19.51,19.25,103.09,7,1,2,2130,1.5148989331007012,1.5161368646631046,-1.2519172655741977,0.6094650277488438,1,2,高
32.92,19.21,77.29,5,3,2,39835,1.175604788968005,0.2200614819471686,2.4405786373945215,1.268107882139925,2,3,中
100.0,14.6,37.43,1,1,2,1531,-1.6000133485569155,-1.9114622410656976,-1.2820715713785624,-1.600757126497275,0,1,紧急
64.51,17.5,71.27,16,1,1,2743,-0.018788774834815558,1.5447322951795848,-1.0120107952760153,0.1823316127429071,3,4,低
64.19,19.28,89.53,11,1,2,5194,0.42435101627643146,1.5516898375888049,-1.0976722021608876,0.3055188045015799,1,2,高
13.85,19.85,73.32,13,1,1,3235,1.8006998333902655,1.1994737337610901,-0.9872429848323637,0.6855526727864669,1,2,高
23.01,19.51,84.51,8,1,2,1614,1.492476121167328,0.9290349226862924,-1.2778932618931496,0.39580131097294696,1,2,高
91.31,15.34,66.54,6,2,1,10346,-1.2055235619674103,-0.05982497943843242,0.2679251977005003,-0.33746356815481554,3,4,低
60.74,13.8,57.62,4,2,1,6738,-0.8309403842490881,-0.6936018548261894,0.08629458778038818,-0.48440956214060477,3,4,低
59.21,19.4,89.05,7,2,2,23792,0.5760648621741563,0.9652677270512773,0.7357639449374774,0.7593602881425696,1,2,高
56.08,16.67,68.68,6,2,1,7989,-0.014611580699668407,0.024139404784452895,0.14927127653040484,0.0520874045413174,3,4,低
19.53,19.12,87.36,8,1,2,3289,1.482617618553753,1.0408566493382656,-1.1935719560128315,0.457736095064766,1,2,高
100.0,14.46,45.56,0,1,2,1452,-1.634248594655549,-1.7343732968127876,-1.286048516551425,-1.5539516659599848,0,1,紧急
49.64,19.83,65.23,5,1,2,5656,0.9163715318668071,-0.2531209824117086,-1.074414624061361,-0.1290731033014833,3,4,低
76.63,14.78,55.15,1,3,2,10436,-0.9817452598420776,-1.2162057511453574,0.9606012812300602,-0.4247466667304545,3,4,低
97.51,14.22,33.5,1,3,2,25536,-1.6317529133466162,-2.065658516764734,1.7207515611063608,-0.6802067263812533,0,1,紧急
0.22,19.46,100.38,18,2,2,12915,2.040248739371831,2.9706778235860583,0.18820403803585345,1.747085972144613,2,3,中
41.39,16.02,47.28,2,3,2,31850,0.18740407051850724,-1.3830934150721221,2.038605128466557,0.2648361213561976,1,2,高
79.03,13.17,40.62,1,1,2,990,-1.4344237703338396,-1.7863003786026115,-1.3093060946509516,-1.5119062514403097,0,1,紧急
13.42,20.09,85.41,15,1,2,4074,1.869954854849589,1.9576277577406909,-1.1540542096748914,0.9094114936217621,1,2,高
74.21,15.46,40.88,2,3,1,36881,-0.7559951552644523,-1.6342018538695362,2.500918481976229,0.014697820447431509,3,4,低
73.48,13.12,40.1,9,2,1,7130,-1.3102751643638415,-0.671524983999458,0.10602829041028947,-0.6315692003669408,0,1,紧急
72.24,15.38,38.19,5,1,1,1214,-0.7271510008250092,-1.3140541363307832,-1.0889823037482578,-1.043172372301733,0,1,紧急
21.07,18.69,72.08,5,1,2,2648,1.3396253814738097,0.015643518488648395,-1.225840587098971,0.054028696036465484,3,4,低
90.86,13.93,25.96,3,1,1,1621,-1.5392639263580543,-2.077701157409077,-1.068493484946294,-1.5663788059151609,0,1,紧急
86.49,13.97,55.25,2,3,1,25420,-1.4221020949051673,-1.0703849373822176,1.9239593854423034,-0.208215523865939,3,4,低
62.92,12.56,56.91,1,1,2,269,-1.1877341551855016,-1.1471509304760688,-1.3456020119880916,-1.2257590172793893,0,1,紧急
100.0,13.74,40.9,4,2,1,8928,-1.8103155745913808,-1.3496226511844336,0.1965415489015205,-0.9981995649997693,0,1,紧急
80.27,15.61,40.07,5,3,1,29796,-0.8682218148471036,-1.2402910324340428,2.144251943372018,-0.007186217342415424,3,4,低
62.12,12.69,40.02,7,1,1,2012,-1.136286557022375,-0.9584583282982866,-1.0488101233945302,-1.0477878698649175,0,1,紧急
12.4,19.24,78.77,10,1,2,3508,1.6871616051883795,0.9876165304537221,-1.1825472599007183,0.5121490722760482,1,2,高
72.32,14.91,59.58,3,2,1,215,-0.8440493854061483,-0.7585971398514116,-0.2420802649105462,-0.618201561481933,0,1,紧急
54.52,18.92,84.56,16,3,1,46341,0.5739302988321617,2.06617466261984,2.977145081157011,1.863045365517967,2,3,中
50.83,20.8,80.8,5,1,2,4401,1.1243320112420012,0.35777876635012495,-1.1375926771239278,0.12575118227000492,3,4,低
82.61,10.81,35.77,2,1,1,952,-2.099500531934516,-1.8346962479718463,-1.1021716662202836,-1.6838406506282029,0,1,紧急
53.07,16.41,64.96,5,2,1,11501,-0.004229126422612369,-0.2637146196734749,0.32606914294931666,0.016564076647899564,3,4,低
67.92,14.97,46.9,4,1,1,1086,-0.7212596397561312,-1.1142084898118578,-1.0954259617498583,-0.976032193467153,0,1,紧急
52.49,14.81,60.64,1,1,1,208,-0.38123722991584913,-1.0008017934894506,-1.1396254283545861,-0.838084828722865,0,1,紧急
15.35,17.14,93.61,5,1,2,2300,1.1011450461861458,0.8603880008805741,-1.2433592822908222,0.25251694236168215,1,2,高
26.87,19.0,83.17,8,1,2,617,1.272913478637847,0.8764590933130837,-1.3280833167962403,0.287900660690484,1,2,高
82.13,16.49,63.12,1,3,2,26684,-0.6987330541470168,-0.9034972734554527,1.7785431188082148,0.04339664312141622,3,4,低
85.47,12.16,49.89,6,2,1,2687,-1.8396513178141518,-0.71309927724733,-0.11763711975463795,-0.8966564000171964,0,1,紧急
52.53,20.48,52.55,7,1,2,6299,1.0043073507395333,-0.46683508796522466,-1.0420453108189462,-0.16086854979307616,3,4,低
95.8,14.75,62.15,0,3,2,32781,-1.460129662111375,-1.0834531406176162,2.085472672212573,-0.17251216342452502,3,4,低
38.19,19.66,88.71,10,1,2,3887,1.156151376226285,1.3776193244609554,-1.1634679912866044,0.47126090174524693,1,2,高
79.76,12.88,34.02,3,1,1,2153,-1.5232773129445025,-1.7614614672985838,-1.0417120313771422,-1.4457892845297766,0,1,紧急
100.0,16.97,52.9,6,3,1,24322,-1.02045953960147,-0.5949998396254214,1.868684881647325,0.06865581677530275,3,4,低
36.83,19.77,104.19,5,1,2,2403,1.2164686336968265,1.2755016387675489,-1.2381741512426594,0.43269423569238774,1,2,高
32.42,18.1,86.56,5,1,2,1051,0.9164542741414047,0.5837763612677979,-1.3062352888845639,0.07676646471607873,3,4,低
84.9,12.96,54.04,4,2,1,7194,-1.6300152097727727,-0.8340656377784927,0.1092501194110897,-0.7926569600151454,0,1,紧急
95.81,10.55,49.34,7,1,1,2741,-2.487432766655216,-0.5927816642995524,-1.0121114774322904,-1.3666535333901537,0,1,紧急
27.0,19.55,94.24,5,1,2,3538,1.4042147077083555,0.8851064878246945,-1.1810370275565931,0.383070078849948,1,2,高
91.0,12.79,56.32,4,2,1,22579,-1.821476746777307,-0.744608256456914,0.8837476065565788,-0.5733046705957513,3,4,低
29.88,19.28,79.59,5,2,2,10809,1.2674217738034528,0.31030357713998913,0.0821857274782714,0.5572004630530305,1,2,高
74.31,15.87,50.79,3,3,1,31176,-0.6581920075381101,-1.103478886262235,2.213722631201773,0.13217886809305313,3,4,低
35.84,19.42,90.23,13,1,1,3332,1.155206955347699,1.862949311896133,-0.9823599002530259,0.6936057957220757,1,2,高
62.67,13.62,56.06,4,2,1,6911,-0.9223813951038464,-0.7548095367830588,0.09500359429817626,-0.5328847468001454,3,4,低
41.85,19.93,71.18,6,2,2,12368,1.1322423936570774,0.12222863868969275,0.16066746829463913,0.47416808306875163,1,2,高
17.81,19.59,85.42,15,3,2,71758,1.639814343045831,1.958020114676312,4.047616874778041,2.535236310857053,2,3,中
77.02,11.31,41.18,6,1,1,2047,-1.8398734299520214,-1.0548421681731859,-1.0470481856597176,-1.316053179124251,0,1,紧急
47.72,10.29,48.29,6,1,1,853,-1.3693374079969842,-0.7758763869466836,-1.1071554329558966,-1.0837335848541252,0,1,紧急
93.72,14.38,53.66,7,2,1,13094,-1.4994984371574795,-0.4232834681112982,0.4062624804223595,-0.5132892234289805,3,4,低
65.68,19.79,72.96,8,1,2,953,0.5124526109257147,0.47586266204408373,-1.3111687145420392,-0.09691430974861348,3,4,低
76.47,12.62,55.14,6,3,1,31109,-1.5060146542924078,-0.5071118860463264,2.21034977896656,0.04695867719302904,3,4,低
100.0,12.15,46.98,4,1,1,703,-2.199130155283009,-1.1110696343268902,-1.1147065946765222,-1.4778379519583271,0,1,紧急
35.78,18.45,87.15,7,3,2,61074,0.9194799368875287,0.8907199092832954,3.5097727959569553,1.7578561614847361,2,3,中
50.95,19.59,60.2,14,1,1,2443,0.8254930109430771,0.8265986786333221,-1.0271131187172662,0.21932530328455424,1,2,高
78.54,13.46,57.36,6,1,1,1688,-1.3514675457589234,-0.4200086463384735,-1.0651206327110812,-0.9441781272025669,0,1,紧急
66.94,12.89,38.58,7,2,1,15213,-1.205816866480344,-1.0149577270277048,0.512935224995729,-0.5788551292806695,3,4,低
18.93,18.48,84.96,13,1,1,1195,1.3408569314779373,1.656177206823887,-1.0899387842328703,0.6511593129898261,1,2,高
0.0,18.51,72.22,6,2,2,-264,1.813344015711488,0.16303375999427222,-0.47524103073830326,0.5085516890453637,1,2,高
57.03,12.76,41.53,4,1,1,762,-0.9940966472982536,-1.324904164240313,-1.1117364710664095,-1.1439653911098975,0,1,紧急
82.2,10.67,39.35,5,3,1,15747,-2.123661193055415,-1.2685407317987516,1.4370101366182335,-0.6700603074040636,0,1,紧急
74.23,13.8,43.2,2,3,2,48771,-1.1624188021750435,-1.5431750448054735,2.8904265116312517,0.03630840236113386,3,4,低
26.08,17.59,80.81,4,1,2,2952,0.947527648131178,0.2162738788788157,-1.21053689934517,-0.005167342693644883,3,4,低
40.5,17.65,67.14,10,3,2,30316,0.6078693711446882,0.5313054143265464,1.9613819146036269,1.0252346009137439,2,3,中
54.21,12.51,47.61,8,1,1,1403,-0.9859375284114993,-0.5187621697550481,-1.0794678399802697,-0.8593024938355662,0,1,紧急
74.63,12.8,58.04,3,1,1,2166,-1.4167851377010545,-0.8190201079370393,-1.0410575973613547,-1.0925579226562452,0,1,紧急
26.66,18.84,83.01,6,1,2,4269,1.2389476363778296,0.5863868935292877,-1.144237699438078,0.23903750051303035,1,2,高
100.0,13.32,34.07,7,2,1,9021,-1.9130213128872824,-1.1919107049927575,0.2012232691683083,-0.9780872060322157,0,1,紧急
30.85,19.75,77.83,6,1,2,1677,1.3585193919781977,0.38314600087763034,-1.2747217739704868,0.16807891816550208,3,4,低
34.21,20.49,85.58,19,2,1,13144,1.4569146688562307,2.5318868032739688,0.40877953432923464,1.4756053174583212,2,3,中
49.8,15.04,50.09,7,3,1,32590,-0.25889450500790373,-0.5633548941279803,2.2849049156882026,0.47145588633507735,1,2,高
100.0,13.44,44.57,4,2,1,7864,-1.8836768162313107,-1.2056276558115413,0.14297864176321692,-0.9919142166016491,0,1,紧急
69.64,14.27,57.36,4,2,1,7370,-0.9346999828388223,-0.7038031351523343,0.11811014916329027,-0.5122892751049661,3,4,低
47.06,19.13,77.42,5,1,2,2678,0.8085914702579197,0.22516212211024092,-1.224330354754846,-0.05337259124746463,3,4,低
100.0,14.34,43.09,9,3,1,34493,-1.663593091311521,-0.5542102602487912,2.380703987383871,0.03393367492772548,3,4,低
30.69,20.72,78.59,14,3,1,44244,1.5996522853044688,1.5481430832402665,2.871579840302666,1.998740461202454,2,3,中
70.98,13.53,58.32,0,2,1,12066,-1.1485844045835711,-1.2337258469604437,0.35451185209700603,-0.6851330202272613,0,1,紧急
100.0,14.38,42.0,1,2,2,11150,-1.6538115924261971,-1.732155121486919,0.09935203512316004,-1.1062003470656216,0,1,紧急
100.0,15.41,59.93,5,1,1,909,-1.4019379961291047,-0.46107015829081727,-1.1043363325801963,-0.9877966339593341,0,1,紧急
99.33,17.06,54.5,2,1,2,4176,-0.9819878209263635,-1.0998117075537894,-1.1489194197048658,-1.0763018218527125,0,1,紧急
25.66,19.31,94.37,4,2,2,8976,1.378452406762666,0.7483098835808369,-0.010089468747772258,0.7117329715572319,1,2,高
29.81,18.53,77.25,6,2,2,10941,1.0857387207973876,0.3603892986116149,0.08883074979242184,0.5151917603636291,1,2,高
74.35,13.82,37.7,1,3,2,33576,-1.1604767117502548,-1.9008686038039315,2.125493829331888,-0.3338804828599241,3,4,低
90.94,15.57,55.74,8,1,1,2728,-1.1401882447383536,-0.199775981095208,-1.0127659114480778,-0.7819166383854808,0,1,紧急
39.1,21.29,75.51,6,1,2,4172,1.5323867915843619,0.2921191918135681,-1.1491207840174158,0.2369774943531337,1,2,高
6.53,20.39,84.68,13,1,2,2307,2.1126182684324273,1.6451912126265007,-1.2430068947438597,0.8566512600610112,1,2,高
83.17,17.15,60.52,7,3,1,21596,-0.5628933673607424,-0.15412661027531974,1.7314551026444907,0.3258678330716158,1,2,高
57.88,14.46,58.22,6,2,1,4773,-0.5992692793819221,-0.38626594987507096,-0.01262563075980596,-0.3355038006835188,3,4,低
83.73,15.74,57.63,4,1,1,1260,-0.9214516118184889,-0.6932094978905682,-1.0866666141539327,-0.8987137393847555,0,1,紧急
54.43,20.03,70.13,6,1,2,1841,0.8475783871633074,0.08103116044949157,-1.2664658371559363,-0.10258462017743986,3,4,低
84.5,12.94,50.56,5,1,1,3794,-1.625077095822523,-0.828708606967656,-0.9591023221534993,-1.1389712158994683,0,1,紧急
38.87,21.07,67.43,6,1,2,1381,1.4842401441660047,-0.024905212168167018,-1.2896227330991876,0.0680864913933501,3,4,低
51.53,13.31,52.98,7,2,1,9757,-0.7244541659725096,-0.44996373973352344,0.2382743026775108,-0.31686192317616163,3,4,低
54.73,19.74,86.38,18,3,1,48125,0.7692908727000239,2.421378113716715,3.0669535645543173,2.0776533580475256,2,3,中
12.19,21.31,92.7,16,2,1,15024,2.1985143257851743,2.3855532082153013,0.5034207612277409,1.7065032408385512,2,3,中
87.08,12.61,65.31,7,1,1,1304,-1.769170630510728,0.03381236188711979,-1.0844516067158825,-0.9380897035035122,0,1,紧急
0.0,20.14,68.74,5,1,2,3042,2.2119400952884396,-0.11540369800875216,-1.2060062023127947,0.3094995361681662,1,2,高
36.62,18.5,68.76,5,1,2,1538,0.9110661973690689,-0.11461898413750987,-1.2817191838315998,-0.15210538801560086,3,4,低
0.0,16.7,66.74,5,1,2,2987,1.3707311911505773,-0.19387508513294407,-1.2087749616103574,-0.0004592165943325677,3,4,低
89.78,17.48,45.97,5,3,1,36331,-0.6446179691246888,-1.0088004404176767,2.4732308890006025,0.25357201609160296,1,2,高
100.0,14.7,49.62,4,3,1,12467,-1.5755596013436055,-1.007487403322957,1.2718914003272226,-0.4520895603530024,3,4,低
88.46,13.47,59.38,8,1,1,2986,-1.592777983181808,-0.05695805652917876,-0.9997779132886021,-0.8816558876308727,0,1,紧急
41.34,12.8,47.09,7,2,1,8694,-0.5987779818259588,-0.6810619748142682,0.1847617366173447,-0.36994625275228893,3,4,低
63.13,13.78,53.03,7,1,1,1388,-0.8945585924643993,-0.44800195505541845,-1.0802229561523324,-0.8050285822200428,0,1,紧急
30.3,21.17,88.96,20,2,1,7188,1.719277289572453,2.8064006919207833,0.10894807294226463,1.5579968737601355,2,3,中
47.53,15.65,40.47,7,1,1,-23,-0.0539478472519376,-0.9408022661953435,-1.1512542174043494,-0.7117295321593888,0,1,紧急
40.03,19.16,78.84,7,2,2,29449,0.9886698685523402,0.5646712957822779,1.020543423961334,0.8563823348377301,1,2,高
46.51,19.27,102.31,5,3,2,35122,0.8563414035218078,1.201738534870809,2.203321136132468,1.4136048396910421,2,3,中
46.03,18.84,97.32,19,1,1,2597,0.7629849265760692,2.992513845692975,-1.0193605926840907,0.9299337417345739,1,2,高
69.05,13.16,60.14,5,1,1,493,-1.1916390034020174,-0.4528306626427771,-1.1252782210853978,-0.9212210762071182,0,1,紧急
16.15,19.73,84.46,7,2,2,16043,1.7148393722250495,0.7851758936012568,0.34567093044996394,0.9536405078048812,1,2,高
0.0,18.39,70.32,6,1,2,971,1.7839995190555158,0.08848594222628975,-1.3102625751355643,0.20021402103071106,1,2,高
6.45,20.1,97.24,7,1,2,2777,2.043668174192411,1.286608057324843,-1.2193465880192331,0.720527767789383,1,2,高
31.83,19.42,92.82,5,2,2,-503,1.253741310861641,0.8293918029665183,-0.4872725484131665,0.5408955227112415,1,2,高
48.09,21.37,79.33,17,1,1,1690,1.3310460845993144,2.0028692296970085,-1.0650199505548064,0.7727219355856385,1,2,高
91.49,13.34,42.5,1,1,2,1063,-1.699021494760419,-1.7125372747058711,-1.3056311959469138,-1.574775793678486,0,1,紧急
59.78,12.82,61.9,1,2,2,11503,-1.0469978347965372,-0.9513648196012098,0.11712243570569872,-0.6336757773438432,0,1,紧急
57.0,18.6,91.69,15,1,1,3000,0.43473935471351594,2.2040279133106537,-0.999073138194677,0.5608749633045461,1,2,高
32.01,18.04,88.84,5,2,2,6049,0.9118566107911531,0.6732337425893767,-0.15743780445624458,0.4814483097504362,1,2,高
83.2,14.57,54.23,1,2,2,12194,-1.1945372102186071,-1.2523025892224857,0.15190812069871354,-0.7731579518947685,0,1,紧急
41.75,17.55,67.66,6,2,2,16062,0.552700425828529,-0.015881002648885353,0.34662741093457655,0.2938413363302607,1,2,高
66.19,14.41,66.89,1,2,2,9479,-0.8156907899763227,-0.7555787087263509,0.015232093555391936,-0.5234137147366689,3,4,低
26.06,19.36,66.84,8,1,2,4150,1.3808504169764093,0.23574021744405702,-1.1502282877364411,0.16672235308975764,3,4,低
21.85,18.82,83.56,21,1,1,2648,1.352248969234934,2.7364251910923962,-1.016793197699078,1.0425587618145413,2,3,中
