ID,PCI,RT,AADT,AT,AR,R,IRI,NM,YSM
898361,23.16,3,76255,2,73.45,20.67,0.85,1,5
23281,77.36,3,24153,2,44.47,12.95,0.75,0,1
172735,2.49,1,4392,2,84.69,19.03,1.15,1,5
600635,44.15,2,9116,2,71.19,19.0,1.28,1,5
1034898,76.03,1,1350,2,57.21,11.79,0.6,0,1
341029,78.06,3,34364,2,64.74,15.94,0.89,0,1
997327,97.32,1,2020,2,52.26,14.96,0.74,0,0
568707,68.3,3,34110,1,33.35,11.93,1.21,0,2
268963,76.65,1,1193,1,39.5,12.96,0.52,0,8
280098,0.76,2,10954,2,55.62,21.11,0.73,1,6
951909,79.66,1,3241,1,59.3,12.68,0.54,0,4
1013893,36.05,2,11709,2,82.2,19.28,1.04,1,5
358374,20.61,2,8728,2,73.96,20.83,0.89,1,4
422303,22.48,2,12742,1,75.3,18.02,1.14,1,17
819281,37.45,1,1941,2,86.63,18.44,0.8,1,5
997809,87.98,2,6704,1,50.81,13.02,0.88,0,4
656010,42.26,2,12742,1,52.47,14.06,0.49,0,4
728645,82.9,1,2633,1,26.29,13.48,0.6,0,6
768971,64.53,2,3783,1,52.27,15.95,0.61,0,3
153588,95.53,3,18199,1,46.51,13.67,0.76,0,4
72457,40.99,1,1359,2,80.8,19.29,0.86,1,5
119534,6.27,1,1993,1,66.05,21.19,0.88,1,19
21895,77.04,1,2343,1,45.67,14.95,1.05,0,5
147096,67.01,3,29670,2,46.05,15.52,0.8,0,1
570503,86.75,1,1699,1,55.77,14.86,0.98,0,4
266100,91.4,1,698,1,41.09,11.39,0.74,0,7
92513,35.24,1,2051,2,90.4,20.42,0.84,1,5
977387,17.69,1,2528,2,69.98,18.09,0.97,1,5
1041870,2.03,2,30167,2,76.36,19.41,0.78,1,6
253940,100.0,1,1308,1,49.34,14.0,0.96,0,7
314372,88.29,2,25254,1,63.07,15.97,0.63,0,5
413794,75.14,1,7522,1,54.56,14.43,0.93,0,4
90752,84.22,3,34416,2,77.21,16.88,0.64,0,0
822815,67.64,1,546,2,70.19,19.46,0.64,1,4
910645,96.69,2,13433,2,54.06,14.12,1.08,0,2
440964,15.56,1,3603,2,72.8,17.99,1.02,1,5
702861,88.0,1,2726,1,40.75,12.02,0.68,0,6
129467,62.23,1,2802,1,48.39,12.01,0.96,0,5
952380,18.27,1,1739,2,78.5,20.02,1.22,1,13
677106,89.94,1,2161,2,53.74,11.9,1.01,0,1
973975,100.0,1,637,1,49.43,14.91,0.7,0,3
650466,66.41,1,1460,1,43.62,13.62,0.84,0,6
635442,4.81,1,1686,1,81.05,20.26,1.07,1,21
373195,97.11,1,1532,1,41.95,11.65,0.68,0,7
340329,72.23,2,5917,1,75.97,14.36,0.75,0,7
430059,77.51,1,556,1,43.37,12.19,0.48,0,3
956100,73.02,1,3164,1,34.84,12.44,0.5,0,5
633193,43.07,2,7483,2,52.8,14.54,0.8,0,1
880635,32.5,1,2300,2,84.62,19.52,1.09,1,10
354548,46.78,1,5265,2,77.6,19.6,1.0,1,9
526139,43.64,3,12921,1,58.92,10.21,0.81,0,5
217392,69.64,3,71342,1,62.79,16.09,0.91,0,4
392463,51.9,1,2715,2,87.13,17.31,0.74,1,9
583272,60.17,1,1602,1,45.05,16.3,0.62,0,4
335877,72.9,3,31634,1,58.16,16.3,1.02,0,8
1043225,43.21,3,49889,2,94.36,18.73,1.1,1,17
490522,79.22,2,7574,1,72.88,16.07,0.97,0,6
741076,44.29,1,2348,2,80.29,17.59,1.1,1,8
711030,36.76,3,51735,1,66.19,18.66,1.01,1,16
711177,25.22,1,1015,1,103.05,20.94,1.07,1,11
40017,16.56,1,2289,2,67.88,18.62,1.21,1,6
486073,42.98,1,1535,1,72.9,20.52,0.77,1,19
286914,44.29,2,20637,2,70.79,19.29,0.58,1,8
244239,64.55,2,21642,1,42.61,15.63,0.41,0,7
468522,100.0,2,10215,1,53.52,13.05,0.86,0,4
545556,62.55,3,11229,1,35.11,14.3,0.74,0,3
584841,55.85,2,16796,2,65.64,19.17,0.93,1,6
357832,43.39,2,24678,1,86.49,21.33,1.22,1,15
369076,60.56,3,29565,2,49.1,13.9,0.48,0,0
284750,84.42,2,7492,1,51.06,13.48,0.93,0,4
838508,9.46,1,3653,1,66.12,19.27,1.03,1,18
780638,72.96,2,14093,1,66.7,16.61,0.68,0,6
198627,37.51,3,11619,1,87.16,19.91,0.8,1,25
994620,82.98,3,32483,2,61.39,13.86,0.86,0,1
367992,100.0,1,2444,1,45.36,13.34,0.43,0,5
356362,81.34,1,2102,2,54.74,11.38,0.69,0,1
927551,0.0,3,15536,2,75.77,19.25,1.11,1,7
907923,62.3,2,14955,1,51.11,14.76,0.85,0,6
781368,80.32,3,15323,1,43.57,12.65,0.66,0,8
487057,26.87,2,12574,2,62.18,19.07,0.74,1,6
812922,39.12,3,27966,1,67.99,14.29,1.28,0,5
903893,26.74,2,7396,2,68.73,19.99,0.86,1,6
545618,15.48,1,1241,2,88.49,20.05,0.98,1,8
792570,12.63,1,4964,1,80.93,18.82,0.78,1,12
415955,69.25,1,1046,1,53.07,12.33,0.46,0,5
132334,74.86,3,29418,1,36.6,13.71,0.52,0,5
554187,32.97,3,19870,2,93.92,21.86,1.16,1,6
870904,100.0,3,11391,1,42.11,12.3,0.64,0,4
198016,90.25,1,-340,1,50.52,11.63,0.58,0,6
976384,12.39,2,23320,2,73.14,18.66,1.21,1,5
875595,0.0,1,3614,2,75.15,17.73,0.88,1,12
592801,30.6,1,3277,2,77.1,18.51,0.61,1,5
3731,47.32,2,9902,1,45.76,13.69,0.88,0,6
541001,89.95,1,3684,2,46.73,13.63,0.9,0,0
762719,56.03,2,21569,2,76.79,19.31,0.92,1,9
657025,37.51,3,29029,1,79.47,19.51,0.91,1,16
954391,100.0,2,7718,2,45.14,12.71,0.46,0,1
227627,24.35,2,14195,2,70.25,20.26,0.95,1,7
172433,19.12,2,14974,2,78.0,19.56,0.7,1,11
13140,2.75,2,13664,1,76.14,17.98,0.99,1,20
635124,64.95,3,33242,1,38.56,15.29,0.92,0,6
404098,75.09,1,2639,1,46.74,12.0,0.32,0,2
108601,38.4,2,10324,2,74.66,19.33,0.48,1,25
945399,100.0,1,1642,1,47.63,13.2,0.57,0,6
115448,100.0,1,1527,1,41.52,13.35,1.06,0,5
592936,22.57,1,3620,1,85.89,18.65,0.71,1,16
221382,93.32,2,7821,1,44.24,12.61,1.03,0,7
984530,93.46,1,1616,1,55.99,14.5,0.22,0,5
322242,89.22,2,7234,2,55.46,13.92,0.77,0,1
775508,52.15,2,1366,2,53.09,13.26,0.51,0,1
52181,66.76,2,9691,1,65.92,14.21,0.71,0,5
854314,81.04,1,815,1,54.3,13.55,0.79,0,2
49684,35.96,1,3118,2,63.29,19.22,0.82,1,8
58943,35.55,2,21899,2,87.41,20.09,0.87,1,7
210554,40.71,1,3782,2,85.42,17.33,1.03,1,6
254801,53.76,1,1703,2,44.67,14.13,1.07,0,2
501691,90.2,3,29918,2,58.98,14.83,1.02,0,1
445137,86.69,1,1686,1,46.08,13.18,0.82,0,4
757873,94.26,3,17687,1,42.9,14.72,0.87,0,1
295038,89.28,2,24141,1,49.33,13.64,0.67,0,3
432915,63.25,3,10432,1,47.75,11.26,0.69,0,5
432960,20.97,1,4491,2,69.95,18.39,1.13,1,6
710547,35.09,1,1764,2,68.03,19.45,1.19,1,6
713704,69.25,1,1682,1,48.96,14.53,0.67,0,12
453397,89.98,1,1037,1,55.56,13.19,0.79,0,5
594013,8.1,2,7000,2,78.63,19.72,1.3,1,7
90418,100.0,1,789,2,34.93,11.81,0.45,0,1
679151,37.64,2,8490,2,71.14,20.12,0.72,1,7
134396,77.73,3,19153,1,32.99,12.66,0.85,0,4
150584,93.62,1,2863,2,47.59,13.64,0.58,0,1
479275,22.94,3,24047,2,82.95,20.31,1.02,1,6
319602,70.44,2,11755,1,45.55,13.93,0.83,0,5
377173,7.15,1,4610,2,74.51,18.57,0.85,1,10
1023906,36.58,1,3641,1,85.59,20.04,0.87,1,19
1013525,44.98,1,2060,2,70.01,18.85,0.77,1,6
97487,40.76,1,4193,1,79.36,19.38,0.92,1,17
360316,96.09,1,1680,1,38.01,14.64,0.88,0,8
769398,37.63,2,18426,2,91.2,20.23,1.41,1,5
985840,35.83,2,6700,2,91.4,18.97,0.51,1,17
729321,75.73,1,883,1,61.94,13.68,0.6,0,5
289100,31.74,1,1735,2,70.48,20.23,0.82,1,5
704633,74.17,1,2142,1,53.51,14.22,0.6,0,6
443944,9.78,1,2942,2,74.22,20.08,0.99,1,5
1042859,50.19,1,2556,1,55.69,14.57,0.42,0,6
222621,3.77,1,3047,2,86.82,19.41,1.03,1,5
37157,60.1,3,28934,1,43.66,14.06,0.56,0,7
578963,72.44,3,23556,2,42.95,13.87,0.65,0,1
34161,79.5,3,12140,1,54.8,14.54,0.95,0,6
784576,81.08,1,1363,2,52.67,15.26,1.05,0,1
163528,36.04,1,1785,2,83.88,20.78,1.02,1,7
24270,35.26,3,38770,1,72.5,19.48,1.1,1,15
435484,70.16,2,13218,1,44.32,12.09,0.59,0,6
781511,34.5,2,126,2,92.74,18.86,0.69,1,5
431417,41.72,3,58965,2,95.78,18.71,0.96,1,9
681536,46.7,3,19071,2,64.28,19.64,1.08,1,7
1044318,80.42,3,29756,2,36.75,14.47,0.91,0,1
1491,4.91,1,3488,2,64.3,18.06,0.93,1,4
374435,81.1,2,5372,1,47.4,12.71,0.55,0,4
609007,74.56,2,5551,1,46.41,12.97,0.66,0,6
66116,61.8,2,9380,1,34.24,13.39,0.33,0,5
531692,41.22,2,15268,2,84.8,18.56,0.71,1,6
291621,38.99,1,4493,2,77.36,20.03,0.74,1,6
987501,75.0,2,8747,1,41.59,12.34,0.61,0,5
120805,92.06,1,2285,1,81.05,14.78,0.45,0,3
581754,20.15,3,35331,1,86.58,18.08,0.93,1,12
977760,11.68,1,1679,1,76.58,19.57,0.73,1,16
494028,26.4,3,38127,2,100.04,21.75,1.08,1,6
761923,96.62,1,321,2,66.3,16.26,0.68,0,1
53719,65.36,1,5944,2,88.73,19.17,1.03,1,7
296918,81.06,1,1540,1,36.6,10.8,0.62,0,7
441948,40.71,2,9564,2,79.6,18.35,1.2,1,11
779631,21.91,3,32006,2,81.07,19.55,1.32,1,8
862613,88.68,1,1274,2,63.62,16.05,0.53,0,1
273143,55.2,3,16123,1,49.87,14.2,0.84,0,5
188750,100.0,1,2335,1,49.3,10.13,0.62,0,6
17018,37.78,3,29951,1,65.65,19.51,0.89,1,16
1025152,42.13,3,55410,2,75.32,19.57,0.71,1,12
718223,42.61,1,2691,1,92.78,17.62,0.73,1,17
992379,82.55,3,23324,1,51.47,15.31,0.84,0,0
359918,13.14,1,9127,1,79.54,18.3,0.99,1,14
841687,99.81,1,1563,1,40.32,13.69,0.62,0,6
389874,88.17,3,14020,2,40.19,13.09,0.95,0,1
543510,100.0,1,1055,1,54.81,14.58,0.84,0,2
57788,30.03,1,3863,2,79.31,18.28,0.88,1,7
679678,67.53,2,11414,1,51.21,14.47,0.41,0,7
123539,92.46,2,5229,1,69.55,13.47,0.66,0,7
961989,35.34,2,18625,2,76.67,19.76,1.27,1,6
431031,89.82,3,45881,2,33.62,15.68,1.07,0,0
264980,72.77,2,10523,2,86.84,19.32,1.0,1,5
1004094,50.07,2,21851,2,68.85,18.28,0.98,1,6
318283,93.49,1,1797,1,41.54,13.06,0.83,0,7
621082,82.6,3,28965,2,44.21,15.87,0.65,0,1
917488,86.93,1,2210,1,43.13,11.45,0.44,0,8
1030972,75.9,3,43133,1,44.02,15.47,1.04,0,3
100633,47.07,2,10805,1,41.73,11.84,1.03,0,10
117960,16.26,1,726,2,75.64,22.02,0.85,1,5
409024,33.92,1,4503,2,89.73,18.92,0.82,1,15
721207,30.56,1,2652,2,70.47,19.38,0.93,1,5
3620,84.13,2,9231,1,47.45,14.87,0.6,0,7
987585,36.41,3,16655,2,79.89,20.19,1.19,1,11
281066,88.77,2,12880,1,35.24,12.84,0.74,0,2
783108,11.13,1,1568,2,89.04,18.73,1.03,1,10
446171,58.27,1,1280,1,51.12,12.91,0.33,0,7
44668,62.1,3,40678,1,42.77,14.7,0.65,0,2
84504,78.26,1,1956,2,42.79,14.47,0.93,0,1
206155,31.69,2,12017,2,78.45,19.82,0.9,1,8
374002,97.2,1,1948,1,63.95,13.74,0.72,0,1
788810,100.0,3,31406,1,34.18,12.02,0.85,0,6
96307,66.4,1,1839,1,47.81,13.84,0.58,0,3
68178,85.92,1,2515,1,33.0,11.67,0.63,0,6
126723,43.55,1,3660,2,68.29,17.47,0.96,1,6
681485,37.72,1,1776,2,82.74,20.93,1.17,1,13
489952,96.61,3,29271,1,45.04,15.88,0.91,0,5
126015,25.39,1,3239,1,84.47,19.12,0.65,1,13
789744,78.29,2,9792,1,54.16,13.02,0.93,0,12
59113,79.68,3,31392,1,90.3,15.29,0.7,0,6
982210,87.83,2,9749,1,44.59,13.74,0.98,0,3
518056,79.05,2,260,1,62.84,16.02,0.72,0,7
317025,26.66,1,6084,2,82.6,18.47,1.11,1,10
764545,62.66,1,1250,2,37.62,11.52,0.62,0,0
806764,90.93,1,1090,1,55.99,14.01,0.63,0,5
33776,67.36,1,2079,1,53.44,15.41,0.65,0,6
82857,69.42,1,1527,1,46.68,13.81,0.62,0,0
733240,7.6,1,3644,2,85.58,19.22,0.77,1,7
591199,23.74,1,3276,2,85.41,16.93,1.04,1,9
313677,63.46,2,14773,2,83.8,17.82,1.1,1,5
781637,33.61,1,5809,2,90.9,20.0,0.78,1,5
761959,85.17,1,2382,1,36.06,12.9,0.86,0,4
48268,81.09,1,3409,1,49.73,15.38,0.78,0,7
784539,56.23,2,4459,1,48.46,13.38,0.81,0,4
866982,100.0,1,959,2,74.35,15.39,0.35,0,1
363328,100.0,2,9375,1,46.79,14.45,0.59,0,10
365822,20.3,2,6608,2,70.35,17.51,0.72,1,9
759534,24.18,1,3421,2,86.64,19.38,0.9,1,8
20905,61.72,2,3133,2,45.78,15.75,0.43,0,1
31607,57.53,1,892,2,68.87,18.08,1.02,1,6
27314,100.0,1,2018,1,49.75,15.1,0.55,0,6
1036289,79.69,1,2078,1,49.42,15.67,1.12,0,9
62153,62.81,1,1968,1,53.93,14.83,0.62,0,5
110647,33.05,2,6245,2,86.46,19.43,0.72,1,5
407502,9.89,1,1358,2,97.13,18.67,1.21,1,13
837635,78.02,2,13008,1,62.49,14.74,1.11,0,5
696930,87.96,1,3598,2,53.89,15.08,0.6,0,1
977232,72.25,1,2449,1,43.05,13.14,0.77,0,5
289198,62.37,3,13776,2,44.1,15.34,0.57,0,1
706362,57.24,1,3325,1,93.07,18.29,1.11,1,13
908709,33.03,2,16872,2,79.49,20.16,0.9,1,21
672002,83.54,1,1746,1,46.84,12.51,0.35,0,4
87844,37.5,2,25247,1,86.32,17.87,0.92,1,17
813899,90.27,1,6020,1,52.75,12.95,1.21,0,5
814419,89.38,2,3711,2,52.84,13.52,0.86,0,0
813022,71.17,3,15573,2,30.96,12.4,0.79,0,1
310453,22.87,1,1836,2,89.61,19.66,0.89,1,7
960995,25.95,2,16762,2,63.45,19.01,0.86,1,6
538774,83.92,1,1404,1,32.29,15.65,0.67,0,7
702904,86.58,2,8393,1,61.43,16.15,0.76,0,7
596834,4.84,1,2698,1,70.45,18.74,0.93,1,14
890929,23.84,2,21559,1,70.34,18.69,1.28,1,18
24376,24.7,2,7505,2,83.35,18.4,1.11,1,5
362600,100.0,2,14450,1,42.42,14.28,0.53,0,3
139881,83.64,2,4374,2,66.75,13.2,0.91,0,1
805564,56.84,3,32547,1,41.93,13.21,1.0,0,4
757316,9.53,1,1143,1,80.95,19.53,0.65,1,19
360235,35.25,1,3237,2,80.34,20.11,0.92,1,5
480588,38.77,1,1922,2,84.56,20.47,0.89,1,4
1034386,17.57,3,18600,2,73.63,18.14,0.96,1,6
944773,94.68,2,-163,1,57.52,16.34,0.35,0,9
228764,40.14,1,4207,2,91.66,18.98,0.86,1,6
519552,36.25,3,34412,2,86.39,19.94,1.07,1,5
597295,36.24,2,18422,2,73.96,18.53,1.05,1,5
430618,72.8,1,3100,1,45.86,15.1,0.55,0,9
791991,79.87,3,26807,1,43.91,16.78,1.15,0,5
646541,23.28,2,23339,2,83.69,18.69,1.0,1,11
149822,48.57,1,3616,2,61.84,16.78,0.89,1,7
449578,72.16,3,62754,1,61.41,16.31,1.23,0,0
267731,51.88,1,2430,2,63.9,18.07,0.91,1,8
708586,25.61,1,2533,2,81.85,18.59,1.31,1,5
529591,84.28,2,16564,1,50.73,15.25,0.91,0,7
423280,48.7,1,3219,2,82.46,18.59,1.11,1,5
151893,75.12,2,7148,1,52.87,14.24,0.93,0,7
257135,49.28,2,18428,1,81.53,18.56,0.64,1,16
484795,90.85,1,2197,1,36.44,13.67,0.72,0,5
691342,0.0,1,925,2,58.08,18.9,1.19,1,5
231525,52.21,2,3246,2,80.13,19.21,0.95,1,7
319214,13.3,3,20605,2,67.57,18.92,0.88,1,5
196090,29.27,3,54166,2,70.48,19.72,1.14,1,12
531620,76.88,1,1980,1,37.78,12.73,0.48,0,6
942264,83.97,1,2897,1,40.4,12.02,0.95,0,6
937775,7.79,2,18205,2,74.64,19.36,1.16,1,5
17537,85.49,2,3439,1,39.37,15.32,0.74,0,7
759508,100.0,2,8803,1,45.59,15.51,1.14,0,5
272190,69.98,2,7994,2,67.57,15.95,0.86,0,1
854156,10.88,3,36714,2,86.28,20.1,1.15,1,5
412848,37.92,1,4720,1,78.44,18.45,1.5,1,17
68985,0.0,2,20766,2,82.4,21.1,1.03,1,4
539514,79.33,3,17248,1,51.92,13.06,1.02,0,3
795082,6.99,2,10706,2,84.74,17.91,1.07,1,7
1014290,84.63,1,4417,2,46.97,12.74,0.72,0,1
815166,13.18,2,16324,2,82.25,18.64,1.0,1,6
440553,12.52,2,7080,2,104.1,19.39,0.9,1,5
904579,48.97,2,6917,2,93.55,19.95,1.07,1,7
727900,0.0,1,1790,2,91.92,19.5,1.0,1,9
112832,45.01,1,3355,2,77.37,18.2,1.16,1,6
967003,4.61,1,5668,1,83.54,19.49,0.36,1,20
209887,46.68,1,2287,2,87.01,19.99,1.47,1,11
591508,43.16,2,9898,2,100.78,20.01,1.17,1,7
459687,35.77,1,1403,2,56.73,21.05,0.94,1,6
1019816,100.0,1,702,1,50.61,13.38,0.98,0,1
716741,100.0,3,39183,1,43.88,18.1,0.88,0,7
1048856,21.83,2,11726,2,67.3,17.46,0.82,1,7
486714,29.23,2,15686,1,74.77,18.89,0.98,1,20
814830,66.36,1,2533,1,70.42,17.47,0.77,0,4
150157,50.79,1,3124,2,80.51,18.58,0.94,1,9
422736,100.0,3,43738,1,58.5,14.26,0.46,0,3
173454,27.4,2,14945,2,83.02,19.17,0.99,1,6
767089,56.92,3,15232,2,93.41,19.41,0.98,1,5
188066,83.54,1,2946,1,36.23,12.57,0.59,0,5
614523,26.82,3,24607,2,62.59,19.32,0.91,1,6
93043,64.72,1,2567,1,33.5,13.42,1.07,0,5
900088,67.04,2,18132,1,60.21,14.72,1.18,0,6
31177,97.03,1,2278,1,58.73,15.65,0.61,0,4
203021,17.53,2,13997,2,81.86,20.89,1.12,1,8
836252,40.57,2,14846,2,71.37,19.27,1.02,1,6
575483,53.16,1,1804,1,75.23,17.88,0.6,1,17
120568,63.44,1,2503,1,81.44,19.07,0.77,1,14
641001,63.55,2,19163,2,48.25,13.31,0.46,0,1
565445,83.66,2,9690,2,42.54,12.95,0.89,0,1
695916,22.85,2,12276,2,88.89,18.51,1.1,1,5
734958,84.4,3,25096,2,56.21,14.74,0.79,0,1
123033,100.0,3,14855,1,55.26,12.48,0.71,0,6
47312,88.96,2,8166,1,56.53,13.97,0.73,0,6
772461,84.84,2,6669,1,43.93,13.21,0.34,0,4
580710,96.16,1,1890,1,67.27,15.12,0.81,0,5
703719,21.01,1,2068,2,88.52,17.53,0.89,1,11
170608,97.07,2,12897,1,62.73,15.67,0.78,0,6
542921,100.0,3,14826,2,50.42,15.84,0.78,0,1
464708,38.82,3,72132,2,74.33,19.36,1.03,1,6
653900,64.62,3,24341,1,53.58,16.83,0.91,0,7
767176,23.81,2,6804,1,78.3,18.82,1.17,1,18
768294,30.19,1,3896,2,79.54,19.57,0.97,1,4
693897,70.84,3,23575,1,57.95,14.63,0.68,0,4
204625,39.22,3,35775,2,69.89,20.46,1.03,1,14
483696,17.52,3,24936,2,79.61,20.78,0.95,1,6
652213,98.16,2,14040,1,51.63,14.13,0.7,0,4
61746,23.51,2,14736,1,87.65,21.37,1.09,1,15
283701,43.54,2,10157,1,72.63,18.57,1.16,1,15
175435,25.09,1,6675,2,64.94,19.05,0.79,1,8
688939,76.48,3,37878,1,47.55,14.93,0.63,0,3
553155,28.79,2,7197,1,61.71,18.68,0.97,1,14
304557,64.94,1,2760,1,45.06,13.87,0.85,0,6
137357,98.25,1,1278,1,48.24,14.79,0.67,0,5
641377,37.17,2,17912,2,75.05,20.58,0.81,1,9
159675,79.7,2,8714,1,38.9,12.99,0.87,0,8
672631,100.0,1,1823,2,39.85,13.27,0.56,0,2
1023312,33.11,1,3636,2,74.52,18.72,1.28,1,16
430202,65.54,1,2689,1,98.67,18.56,0.78,1,15
950271,40.8,2,7771,2,70.93,20.92,1.31,1,10
185982,50.47,2,20982,1,70.97,19.83,1.06,1,24
594820,14.71,2,27189,2,96.82,18.98,0.98,1,13
934954,11.93,1,1913,2,77.01,18.74,1.17,1,5
683598,96.23,3,24916,1,35.41,15.81,0.83,0,5
890553,19.01,1,2187,2,93.77,18.15,0.79,1,5
592358,22.06,2,4545,1,91.11,19.92,0.98,1,16
628612,70.75,2,14997,1,54.61,11.83,0.71,0,10
191115,54.0,2,7999,2,46.2,13.92,0.77,0,1
770803,21.7,3,34823,2,80.5,22.06,0.78,1,8
771011,10.33,1,2607,2,71.8,17.0,0.86,1,6
845026,23.07,1,1980,2,68.97,18.17,0.93,1,6
942972,67.73,3,18516,1,42.29,14.53,0.97,0,8
707230,62.77,1,4877,2,84.49,18.63,1.05,1,6
637048,59.24,1,2129,2,88.4,18.35,0.9,1,5
785422,84.73,3,25192,1,51.33,13.54,0.7,0,6
785898,39.07,1,1377,2,85.92,19.43,1.27,1,5
568578,63.88,1,1587,1,70.17,17.96,0.95,1,12
950448,69.57,2,14470,1,64.69,14.19,0.5,0,-1
685876,100.0,1,2472,2,42.86,13.28,0.29,0,1
4902,100.0,1,1696,1,46.93,13.35,0.6,0,8
209927,12.9,1,2903,2,86.0,19.97,0.87,1,11
377413,73.95,2,4334,1,35.41,14.59,0.57,0,2
297947,99.07,3,42249,1,42.74,18.31,0.41,0,5
674115,38.48,2,3456,2,67.14,17.91,1.02,1,6
698027,66.18,1,1588,1,40.69,12.52,0.51,0,5
529409,35.71,1,4194,2,73.27,19.59,1.19,1,6
930403,47.04,3,58612,2,92.52,20.01,1.29,1,8
907727,98.85,2,5167,1,52.07,14.02,1.08,0,3
152982,73.81,1,1704,1,45.74,12.68,0.57,0,8
410486,49.0,1,1653,2,83.87,18.7,0.87,1,5
836655,36.68,1,1985,2,92.23,20.31,1.09,1,12
209953,60.46,1,-403,2,78.74,20.24,0.9,1,6
523867,29.7,2,15926,2,82.48,18.11,0.8,1,6
639628,34.24,2,7061,2,89.51,21.26,1.11,1,5
228108,45.53,2,12325,2,73.17,19.6,1.2,1,5
483553,53.5,1,41,2,44.23,15.3,1.01,0,1
205469,97.62,3,5471,1,37.62,11.48,0.63,0,7
831739,9.7,3,60650,2,90.89,19.57,0.81,1,7
499681,85.79,2,11574,1,47.57,14.89,0.69,0,9
379760,21.95,2,3651,2,90.58,19.8,1.04,1,6
774204,93.14,1,773,2,43.48,12.02,0.61,0,1
274679,20.24,1,1859,1,81.43,20.04,0.76,1,15
718982,13.73,1,2287,1,86.54,20.69,0.97,1,19
902839,35.79,2,19478,1,73.17,17.21,1.18,1,17
779700,65.71,2,9981,1,63.55,15.06,0.9,0,8
605845,45.89,3,17533,2,71.92,18.43,0.83,1,12
920701,76.39,3,22425,1,40.36,16.97,0.5,0,8
999384,99.61,1,997,2,66.57,15.58,0.76,0,1
442037,60.06,1,5343,1,46.61,13.43,0.71,0,1
531272,81.16,3,8494,1,44.93,11.73,0.68,0,5
719837,76.44,2,7748,2,53.93,17.95,0.74,0,1
488476,100.0,3,26647,2,53.42,14.92,0.69,0,1
183012,49.01,2,13777,2,85.59,19.36,0.96,1,5
60521,67.84,2,9834,1,39.45,13.62,0.56,0,6
980089,93.35,1,1440,1,26.51,12.16,0.43,0,6
436570,73.52,3,9032,2,72.54,15.73,0.82,0,1
934804,100.0,3,39691,1,51.75,15.28,0.77,0,9
159851,41.04,1,2792,2,83.87,18.86,1.03,1,8
221995,17.05,2,17455,2,81.46,20.44,0.85,1,8
348400,73.66,1,4020,2,55.73,13.63,0.82,0,1
805046,100.0,3,18887,1,37.68,14.23,0.99,0,5
526557,51.95,1,3827,2,86.43,19.6,1.16,1,6
213402,87.62,2,17333,1,34.35,14.48,0.67,0,5
703332,61.44,2,6722,1,61.83,15.33,0.73,0,6
795458,12.67,3,32762,1,79.6,20.99,0.87,1,16
259802,32.47,1,1866,2,91.92,18.66,0.92,1,7
1021063,24.23,1,1799,2,72.81,19.77,0.95,1,16
448885,53.57,2,11083,1,40.31,14.85,0.67,0,6
168775,16.0,1,1524,2,64.81,17.45,0.93,1,6
702323,31.72,1,5054,2,72.0,19.1,0.73,1,8
155807,0.0,3,32462,1,66.6,19.15,1.02,1,18
475254,80.24,2,3537,1,43.4,11.4,0.55,0,3
356638,58.61,1,929,1,43.11,13.94,0.54,0,6
101357,96.65,1,18,1,48.58,16.5,0.66,0,6
84241,45.45,1,2210,2,84.11,20.54,1.12,1,7
491600,23.74,1,6554,2,88.15,17.75,0.93,1,6
170251,72.26,3,21834,2,85.03,19.63,0.83,1,7
314015,8.63,2,3261,2,61.13,20.23,0.95,1,8
65272,31.97,1,1954,2,59.75,19.05,0.93,1,6
482233,12.19,1,2698,2,75.31,17.7,1.14,1,5
479826,19.85,1,3855,1,73.39,18.9,0.99,1,17
178772,55.55,2,4685,1,74.31,18.8,0.87,1,18
838033,100.0,2,13998,1,54.2,15.23,0.86,0,8
739136,63.56,3,28175,1,58.51,15.4,1.06,0,2
27872,16.41,1,3655,2,73.48,19.21,0.95,1,17
224537,11.71,3,22800,2,70.34,19.03,1.43,1,5
49932,100.0,3,5517,1,42.73,14.87,0.51,0,7
925181,26.74,2,17053,2,69.23,17.24,0.88,1,9
246789,40.64,1,2787,2,68.4,19.64,0.99,1,6
711783,100.0,1,1833,2,33.07,14.93,0.73,0,1
503613,30.13,3,59552,1,68.3,18.38,1.17,1,17
187014,36.78,1,3399,2,78.82,19.56,0.86,1,5
99868,76.2,1,971,2,59.26,14.88,0.79,0,1
1000905,57.07,1,165,1,37.0,13.45,0.73,0,8
39832,32.28,1,1813,2,62.71,21.01,1.27,1,6
121152,96.03,1,1203,2,35.78,11.88,0.69,0,0
843639,38.0,1,3173,1,74.77,19.3,0.88,1,20
856592,82.44,2,8286,1,69.06,14.48,0.95,0,3
382253,47.94,1,2937,1,90.17,19.34,1.07,1,25
460147,93.5,2,5443,2,47.39,14.1,0.86,0,1
470906,7.19,1,2344,2,63.97,19.12,1.16,1,9
222708,88.2,2,17394,1,54.92,17.31,0.8,0,7
944964,22.15,1,905,2,100.26,19.58,0.64,1,10
662406,15.46,3,28564,2,77.37,20.53,0.81,1,11
380194,32.68,1,3064,1,101.33,19.94,0.92,1,15
671723,61.98,1,1812,1,42.25,12.73,0.75,0,2
413328,35.84,1,4052,2,90.72,20.59,0.74,1,7
700715,31.33,2,13771,2,78.6,21.42,1.09,1,6
