Segment ID,PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI,Needs Maintenance
SID 859366,95.81,Tertiary,2741,Concrete,2018,49.34,10.55,0.7,0
SID 145175,27.0,Tertiary,3538,Asphalt,2020,94.24,19.55,1.22,1
SID 288594,91.0,Secondary,22579,Concrete,2021,56.32,12.79,0.82,0
SID 81570,29.88,Secondary,10809,Asphalt,2020,79.59,19.28,1.07,1
SID 184721,74.31,Primary,31176,Concrete,2022,50.79,15.87,0.9,0
SID 42183,35.84,Tertiary,3332,Concrete,2012,90.23,19.42,0.4,1
SID 593683,62.67,Secondary,6911,Concrete,2021,56.06,13.62,0.56,0
SID 549950,41.85,Secondary,12368,Asphalt,2019,71.18,19.93,1.13,1
SID 935647,17.81,Primary,71758,Asphalt,2010,85.42,19.59,1.26,1
SID 809771,77.02,Tertiary,2047,Concrete,2019,41.18,11.31,0.52,0
SID 816230,47.72,Tertiary,853,Concrete,2019,48.29,10.29,0.43,0
SID 381244,93.72,Secondary,13094,Concrete,2018,53.66,14.38,0.77,0
SID 335923,65.68,Tertiary,953,Asphalt,2017,72.96,19.79,1.39,1
SID 99275,76.47,Primary,31109,Concrete,2019,55.14,12.62,1.04,0
SID 999728,100.0,Tertiary,703,Concrete,2021,46.98,12.15,0.65,0
SID 982171,35.78,Primary,61074,Asphalt,2018,87.15,18.45,1.14,1
SID 234305,50.95,Tertiary,2443,Concrete,2011,60.2,19.59,0.49,1
SID 127399,78.54,Tertiary,1688,Concrete,2019,57.36,13.46,0.78,0
SID 921253,66.94,Secondary,15213,Concrete,2018,38.58,12.89,0.71,0
SID 538148,18.93,Tertiary,1195,Concrete,2012,84.96,18.48,0.99,1
SID 914111,0.0,Secondary,-264,Asphalt,2019,72.22,18.51,1.16,1
SID 478779,57.03,Tertiary,762,Concrete,2021,41.53,12.76,0.96,0
SID 170775,82.2,Primary,15747,Concrete,2020,39.35,10.67,0.84,0
SID 868958,74.23,Primary,48771,Asphalt,2023,43.2,13.8,0.62,0
SID 28405,26.08,Tertiary,2952,Asphalt,2021,80.81,17.59,1.08,1
SID 1020201,40.5,Primary,30316,Asphalt,2015,67.14,17.65,0.91,1
SID 83319,54.21,Tertiary,1403,Concrete,2017,47.61,12.51,0.84,0
SID 750130,74.63,Tertiary,2166,Concrete,2022,58.04,12.8,0.65,0
SID 774834,26.66,Tertiary,4269,Asphalt,2019,83.01,18.84,0.82,1
SID 246937,100.0,Secondary,9021,Concrete,2018,34.07,13.32,0.57,0
SID 638542,30.85,Tertiary,1677,Asphalt,2019,77.83,19.75,0.94,1
SID 869338,34.21,Secondary,13144,Concrete,2006,85.58,20.49,1.09,1
SID 371235,49.8,Primary,32590,Concrete,2018,50.09,15.04,0.97,0
SID 976216,100.0,Secondary,7864,Concrete,2021,44.57,13.44,1.02,0
SID 785311,69.64,Secondary,7370,Concrete,2021,57.36,14.27,0.92,0
SID 850722,47.06,Tertiary,2678,Asphalt,2020,77.42,19.13,0.71,1
SID 387197,100.0,Primary,34493,Concrete,2016,43.09,14.34,0.95,0
SID 794441,30.69,Primary,44244,Concrete,2011,78.59,20.72,1.04,1
SID 225750,70.98,Secondary,12066,Concrete,2025,58.32,13.53,0.7,0
SID 521204,100.0,Secondary,11150,Asphalt,2024,42.0,14.38,0.9,0
SID 280557,100.0,Tertiary,909,Concrete,2020,59.93,15.41,0.49,0
SID 859876,99.33,Tertiary,4176,Asphalt,2023,54.5,17.06,0.55,0
SID 58185,25.66,Secondary,8976,Asphalt,2021,94.37,19.31,1.06,1
SID 939548,29.81,Secondary,10941,Asphalt,2019,77.25,18.53,0.82,1
SID 575221,74.35,Primary,33576,Asphalt,2024,37.7,13.82,0.46,0
SID 677059,90.94,Tertiary,2728,Concrete,2017,55.74,15.57,0.61,0
SID 772312,39.1,Tertiary,4172,Asphalt,2019,75.51,21.29,0.76,1
SID 795336,6.53,Tertiary,2307,Asphalt,2012,84.68,20.39,0.86,1
SID 519928,83.17,Primary,21596,Concrete,2018,60.52,17.15,0.58,0
SID 927496,57.88,Secondary,4773,Concrete,2019,58.22,14.46,0.6,0
SID 806577,83.73,Tertiary,1260,Concrete,2021,57.63,15.74,0.52,0
SID 427910,54.43,Tertiary,1841,Asphalt,2019,70.13,20.03,0.96,1
SID 653781,84.5,Tertiary,3794,Concrete,2020,50.56,12.94,0.69,0
SID 888738,38.87,Tertiary,1381,Asphalt,2019,67.43,21.07,0.96,1
SID 444444,51.53,Secondary,9757,Concrete,2018,52.98,13.31,0.72,0
SID 350616,54.73,Primary,48125,Concrete,2007,86.38,19.74,0.97,1
SID 728385,12.19,Secondary,15024,Concrete,2009,92.7,21.31,0.99,1
SID 491361,87.08,Tertiary,1304,Concrete,2018,65.31,12.61,0.77,0
SID 427784,0.0,Tertiary,3042,Asphalt,2020,68.74,20.14,0.8,1
SID 1045631,36.62,Tertiary,1538,Asphalt,2020,68.76,18.5,0.64,1
SID 610579,0.0,Tertiary,2987,Asphalt,2020,66.74,16.7,0.7,1
SID 978259,89.78,Primary,36331,Concrete,2020,45.97,17.48,0.69,0
SID 282357,100.0,Primary,12467,Concrete,2021,49.62,14.7,0.9,0
SID 943735,88.46,Tertiary,2986,Concrete,2017,59.38,13.47,0.63,0
SID 945460,41.34,Secondary,8694,Concrete,2018,47.09,12.8,0.72,0
SID 597788,63.13,Tertiary,1388,Concrete,2018,53.03,13.78,0.77,0
SID 490990,30.3,Secondary,7188,Concrete,2005,88.96,21.17,0.83,1
SID 708180,47.53,Tertiary,-23,Concrete,2018,40.47,15.65,0.55,0
SID 62710,40.03,Secondary,29449,Asphalt,2018,78.84,19.16,1.26,1
SID 69983,46.51,Primary,35122,Asphalt,2020,102.31,19.27,1.28,1
SID 89972,46.03,Tertiary,2597,Concrete,2006,97.32,18.84,1.21,1
SID 388798,69.05,Tertiary,493,Concrete,2020,60.14,13.16,0.53,0
SID 783737,16.15,Secondary,16043,Asphalt,2018,84.46,19.73,1.05,1
SID 176289,0.0,Tertiary,971,Asphalt,2019,70.32,18.39,1.02,1
SID 863047,6.45,Tertiary,2777,Asphalt,2018,97.24,20.1,0.92,1
SID 67744,31.83,Secondary,-503,Asphalt,2020,92.82,19.42,1.3,1
SID 250590,48.09,Tertiary,1690,Concrete,2008,79.33,21.37,1.05,1
SID 184499,91.49,Tertiary,1063,Asphalt,2024,42.5,13.34,0.57,0
SID 813908,59.78,Secondary,11503,Asphalt,2024,61.9,12.82,0.79,0
SID 952946,57.0,Tertiary,3000,Concrete,2010,91.69,18.6,1.22,1
SID 551083,32.01,Secondary,6049,Asphalt,2020,88.84,18.04,1.17,1
SID 964846,83.2,Secondary,12194,Asphalt,2024,54.23,14.57,0.86,0
SID 642954,41.75,Secondary,16062,Asphalt,2019,67.66,17.55,1.14,1
SID 204912,66.19,Secondary,9479,Asphalt,2024,66.89,14.41,0.49,0
SID 331875,26.06,Tertiary,4150,Asphalt,2017,66.84,19.36,1.04,1
SID 90044,21.85,Tertiary,2648,Concrete,2004,83.56,18.82,1.29,1
SID 752060,27.8,Tertiary,3921,Asphalt,2014,82.85,17.42,0.92,1
SID 158452,86.42,Secondary,11162,Asphalt,2024,54.99,14.39,1.04,0
SID 651106,92.36,Secondary,5427,Concrete,2020,57.76,12.64,0.63,0
SID 522156,21.38,Tertiary,2203,Asphalt,2020,84.49,19.06,0.91,1
SID 522689,78.47,Secondary,10793,Concrete,2021,49.43,13.19,0.65,0
SID 137859,79.18,Secondary,8217,Concrete,2018,49.55,14.09,0.65,0
SID 168591,83.73,Tertiary,1575,Concrete,2023,47.26,13.02,0.58,0
SID 825545,36.35,Tertiary,2937,Asphalt,2020,94.25,17.07,1.1,1
SID 742882,27.38,Tertiary,2226,Asphalt,2017,82.22,19.09,1.0,1
SID 805349,50.18,Tertiary,1789,Asphalt,2019,79.75,19.41,0.89,1
SID 354502,94.18,Tertiary,2083,Concrete,2021,38.65,12.37,0.71,0
SID 906286,47.81,Secondary,11795,Asphalt,2018,70.35,16.43,0.88,1
SID 389227,73.14,Secondary,10670,Concrete,2019,45.6,13.5,1.11,0
SID 473846,51.25,Primary,32920,Asphalt,2011,95.02,20.02,1.32,1
SID 121408,67.6,Primary,72119,Concrete,2019,50.03,15.66,0.74,0
SID 789542,70.98,Tertiary,4794,Concrete,2021,46.78,12.65,0.6,0
SID 29469,85.87,Primary,43911,Concrete,2021,51.72,14.18,0.99,0
SID 156783,85.87,Primary,33545,Concrete,2020,35.62,14.69,0.44,0
SID 653304,24.09,Tertiary,2830,Asphalt,2016,79.54,20.68,0.9,1
SID 699137,48.08,Tertiary,3046,Concrete,2008,92.79,18.72,1.0,1
SID 237652,46.72,Secondary,8709,Concrete,2022,53.25,14.62,0.7,0
SID 132904,38.05,Primary,41344,Concrete,2007,69.74,21.68,0.46,1
SID 193634,26.54,Secondary,21448,Asphalt,2021,90.82,19.04,1.05,1
SID 12911,47.71,Primary,32658,Asphalt,2020,79.47,20.34,0.9,1
SID 127393,2.99,Tertiary,2146,Asphalt,2018,68.89,19.48,1.28,1
SID 22148,46.2,Tertiary,2946,Asphalt,2020,86.04,17.65,1.01,1
SID 764222,79.45,Secondary,5739,Concrete,2017,41.1,15.08,0.75,0
SID 643665,69.89,Tertiary,1786,Concrete,2022,52.38,13.68,0.71,0
SID 19997,58.6,Tertiary,3038,Concrete,2020,48.25,11.54,0.58,0
SID 1002582,74.13,Tertiary,2644,Concrete,2020,48.39,13.88,0.82,0
SID 84030,24.48,Tertiary,3883,Asphalt,2019,72.73,18.74,0.88,1
SID 768433,25.22,Secondary,16167,Concrete,2009,77.55,18.21,1.16,1
SID 534588,47.44,Tertiary,1239,Asphalt,2020,87.39,20.76,1.12,1
SID 482507,43.91,Primary,35926,Asphalt,2020,84.12,19.02,0.85,1
SID 780659,25.56,Secondary,16541,Asphalt,2018,72.47,21.76,0.69,1
SID 332444,44.75,Secondary,19591,Asphalt,2020,88.22,18.79,0.96,1
SID 504328,13.25,Tertiary,2510,Asphalt,2020,74.08,20.42,0.85,1
SID 933041,34.69,Tertiary,3603,Asphalt,2008,80.89,19.31,0.95,1
SID 898361,23.16,Primary,76255,Asphalt,2020,73.45,20.67,0.85,1
SID 23281,77.36,Primary,24153,Asphalt,2024,44.47,12.95,0.75,0
SID 172735,2.49,Tertiary,4392,Asphalt,2020,84.69,19.03,1.15,1
SID 600635,44.15,Secondary,9116,Asphalt,2020,71.19,19.0,1.28,1
SID 1034898,76.03,Tertiary,1350,Asphalt,2024,57.21,11.79,0.6,0
SID 341029,78.06,Primary,34364,Asphalt,2024,64.74,15.94,0.89,0
SID 997327,97.32,Tertiary,2020,Asphalt,2025,52.26,14.96,0.74,0
SID 568707,68.3,Primary,34110,Concrete,2023,33.35,11.93,1.21,0
SID 268963,76.65,Tertiary,1193,Concrete,2017,39.5,12.96,0.52,0
SID 280098,0.76,Secondary,10954,Asphalt,2019,55.62,21.11,0.73,1
SID 951909,79.66,Tertiary,3241,Concrete,2021,59.3,12.68,0.54,0
SID 1013893,36.05,Secondary,11709,Asphalt,2020,82.2,19.28,1.04,1
SID 358374,20.61,Secondary,8728,Asphalt,2021,73.96,20.83,0.89,1
SID 422303,22.48,Secondary,12742,Concrete,2008,75.3,18.02,1.14,1
SID 819281,37.45,Tertiary,1941,Asphalt,2020,86.63,18.44,0.8,1
SID 997809,87.98,Secondary,6704,Concrete,2021,50.81,13.02,0.88,0
SID 656010,42.26,Secondary,12742,Concrete,2021,52.47,14.06,0.49,0
SID 728645,82.9,Tertiary,2633,Concrete,2019,26.29,13.48,0.6,0
SID 768971,64.53,Secondary,3783,Concrete,2022,52.27,15.95,0.61,0
SID 153588,95.53,Primary,18199,Concrete,2021,46.51,13.67,0.76,0
SID 72457,40.99,Tertiary,1359,Asphalt,2020,80.8,19.29,0.86,1
SID 119534,6.27,Tertiary,1993,Concrete,2006,66.05,21.19,0.88,1
SID 21895,77.04,Tertiary,2343,Concrete,2020,45.67,14.95,1.05,0
SID 147096,67.01,Primary,29670,Asphalt,2024,46.05,15.52,0.8,0
SID 570503,86.75,Tertiary,1699,Concrete,2021,55.77,14.86,0.98,0
SID 266100,91.4,Tertiary,698,Concrete,2018,41.09,11.39,0.74,0
SID 92513,35.24,Tertiary,2051,Asphalt,2020,90.4,20.42,0.84,1
SID 977387,17.69,Tertiary,2528,Asphalt,2020,69.98,18.09,0.97,1
SID 1041870,2.03,Secondary,30167,Asphalt,2019,76.36,19.41,0.78,1
SID 253940,100.0,Tertiary,1308,Concrete,2018,49.34,14.0,0.96,0
SID 314372,88.29,Secondary,25254,Concrete,2020,63.07,15.97,0.63,0
SID 413794,75.14,Tertiary,7522,Concrete,2021,54.56,14.43,0.93,0
SID 90752,84.22,Primary,34416,Asphalt,2025,77.21,16.88,0.64,0
SID 822815,67.64,Tertiary,546,Asphalt,2021,70.19,19.46,0.64,1
SID 910645,96.69,Secondary,13433,Asphalt,2023,54.06,14.12,1.08,0
SID 440964,15.56,Tertiary,3603,Asphalt,2020,72.8,17.99,1.02,1
SID 702861,88.0,Tertiary,2726,Concrete,2019,40.75,12.02,0.68,0
SID 129467,62.23,Tertiary,2802,Concrete,2020,48.39,12.01,0.96,0
SID 952380,18.27,Tertiary,1739,Asphalt,2012,78.5,20.02,1.22,1
SID 677106,89.94,Tertiary,2161,Asphalt,2024,53.74,11.9,1.01,0
SID 973975,100.0,Tertiary,637,Concrete,2022,49.43,14.91,0.7,0
SID 650466,66.41,Tertiary,1460,Concrete,2019,43.62,13.62,0.84,0
SID 635442,4.81,Tertiary,1686,Concrete,2004,81.05,20.26,1.07,1
SID 373195,97.11,Tertiary,1532,Concrete,2018,41.95,11.65,0.68,0
SID 340329,72.23,Secondary,5917,Concrete,2018,75.97,14.36,0.75,0
SID 430059,77.51,Tertiary,556,Concrete,2022,43.37,12.19,0.48,0
SID 956100,73.02,Tertiary,3164,Concrete,2020,34.84,12.44,0.5,0
SID 633193,43.07,Secondary,7483,Asphalt,2024,52.8,14.54,0.8,0
SID 880635,32.5,Tertiary,2300,Asphalt,2015,84.62,19.52,1.09,1
SID 354548,46.78,Tertiary,5265,Asphalt,2016,77.6,19.6,1.0,1
SID 526139,43.64,Primary,12921,Concrete,2020,58.92,10.21,0.81,0
SID 217392,69.64,Primary,71342,Concrete,2021,62.79,16.09,0.91,0
SID 392463,51.9,Tertiary,2715,Asphalt,2016,87.13,17.31,0.74,1
SID 583272,60.17,Tertiary,1602,Concrete,2021,45.05,16.3,0.62,0
SID 335877,72.9,Primary,31634,Concrete,2017,58.16,16.3,1.02,0
SID 1043225,43.21,Primary,49889,Asphalt,2008,94.36,18.73,1.1,1
SID 490522,79.22,Secondary,7574,Concrete,2019,72.88,16.07,0.97,0
SID 741076,44.29,Tertiary,2348,Asphalt,2017,80.29,17.59,1.1,1
SID 711030,36.76,Primary,51735,Concrete,2009,66.19,18.66,1.01,1
SID 711177,25.22,Tertiary,1015,Concrete,2014,103.05,20.94,1.07,1
SID 40017,16.56,Tertiary,2289,Asphalt,2019,67.88,18.62,1.21,1
SID 486073,42.98,Tertiary,1535,Concrete,2006,72.9,20.52,0.77,1
SID 286914,44.29,Secondary,20637,Asphalt,2017,70.79,19.29,0.58,1
SID 244239,64.55,Secondary,21642,Concrete,2018,42.61,15.63,0.41,0
SID 468522,100.0,Secondary,10215,Concrete,2021,53.52,13.05,0.86,0
SID 545556,62.55,Primary,11229,Concrete,2022,35.11,14.3,0.74,0
SID 584841,55.85,Secondary,16796,Asphalt,2019,65.64,19.17,0.93,1
SID 357832,43.39,Secondary,24678,Concrete,2010,86.49,21.33,1.22,1
SID 369076,60.56,Primary,29565,Asphalt,2025,49.1,13.9,0.48,0
SID 284750,84.42,Secondary,7492,Concrete,2021,51.06,13.48,0.93,0
SID 838508,9.46,Tertiary,3653,Concrete,2007,66.12,19.27,1.03,1
SID 780638,72.96,Secondary,14093,Concrete,2019,66.7,16.61,0.68,0
SID 198627,37.51,Primary,11619,Concrete,2000,87.16,19.91,0.8,1
SID 994620,82.98,Primary,32483,Asphalt,2024,61.39,13.86,0.86,0
SID 367992,100.0,Tertiary,2444,Concrete,2020,45.36,13.34,0.43,0
SID 356362,81.34,Tertiary,2102,Asphalt,2024,54.74,11.38,0.69,0
SID 927551,0.0,Primary,15536,Asphalt,2018,75.77,19.25,1.11,1
SID 907923,62.3,Secondary,14955,Concrete,2019,51.11,14.76,0.85,0
SID 781368,80.32,Primary,15323,Concrete,2017,43.57,12.65,0.66,0
SID 487057,26.87,Secondary,12574,Asphalt,2019,62.18,19.07,0.74,1
SID 812922,39.12,Primary,27966,Concrete,2020,67.99,14.29,1.28,0
SID 903893,26.74,Secondary,7396,Asphalt,2019,68.73,19.99,0.86,1
SID 545618,15.48,Tertiary,1241,Asphalt,2017,88.49,20.05,0.98,1
SID 792570,12.63,Tertiary,4964,Concrete,2013,80.93,18.82,0.78,1
SID 415955,69.25,Tertiary,1046,Concrete,2020,53.07,12.33,0.46,0
SID 132334,74.86,Primary,29418,Concrete,2020,36.6,13.71,0.52,0
SID 554187,32.97,Primary,19870,Asphalt,2019,93.92,21.86,1.16,1
SID 870904,100.0,Primary,11391,Concrete,2021,42.11,12.3,0.64,0
SID 198016,90.25,Tertiary,-340,Concrete,2019,50.52,11.63,0.58,0
SID 976384,12.39,Secondary,23320,Asphalt,2020,73.14,18.66,1.21,1
SID 875595,0.0,Tertiary,3614,Asphalt,2013,75.15,17.73,0.88,1
SID 592801,30.6,Tertiary,3277,Asphalt,2020,77.1,18.51,0.61,1
SID 3731,47.32,Secondary,9902,Concrete,2019,45.76,13.69,0.88,0
SID 541001,89.95,Tertiary,3684,Asphalt,2025,46.73,13.63,0.9,0
SID 762719,56.03,Secondary,21569,Asphalt,2016,76.79,19.31,0.92,1
SID 657025,37.51,Primary,29029,Concrete,2009,79.47,19.51,0.91,1
SID 954391,100.0,Secondary,7718,Asphalt,2024,45.14,12.71,0.46,0
SID 227627,24.35,Secondary,14195,Asphalt,2018,70.25,20.26,0.95,1
SID 172433,19.12,Secondary,14974,Asphalt,2014,78.0,19.56,0.7,1
SID 13140,2.75,Secondary,13664,Concrete,2005,76.14,17.98,0.99,1
SID 635124,64.95,Primary,33242,Concrete,2019,38.56,15.29,0.92,0
SID 404098,75.09,Tertiary,2639,Concrete,2023,46.74,12.0,0.32,0
SID 108601,38.4,Secondary,10324,Asphalt,2000,74.66,19.33,0.48,1
SID 945399,100.0,Tertiary,1642,Concrete,2019,47.63,13.2,0.57,0
SID 115448,100.0,Tertiary,1527,Concrete,2020,41.52,13.35,1.06,0
SID 592936,22.57,Tertiary,3620,Concrete,2009,85.89,18.65,0.71,1
SID 221382,93.32,Secondary,7821,Concrete,2018,44.24,12.61,1.03,0
SID 984530,93.46,Tertiary,1616,Concrete,2020,55.99,14.5,0.22,0
SID 322242,89.22,Secondary,7234,Asphalt,2024,55.46,13.92,0.77,0
SID 775508,52.15,Secondary,1366,Asphalt,2024,53.09,13.26,0.51,0
SID 52181,66.76,Secondary,9691,Concrete,2020,65.92,14.21,0.71,0
SID 854314,81.04,Tertiary,815,Concrete,2023,54.3,13.55,0.79,0
SID 49684,35.96,Tertiary,3118,Asphalt,2017,63.29,19.22,0.82,1
SID 58943,35.55,Secondary,21899,Asphalt,2018,87.41,20.09,0.87,1
SID 210554,40.71,Tertiary,3782,Asphalt,2019,85.42,17.33,1.03,1
SID 254801,53.76,Tertiary,1703,Asphalt,2023,44.67,14.13,1.07,0
SID 501691,90.2,Primary,29918,Asphalt,2024,58.98,14.83,1.02,0
SID 445137,86.69,Tertiary,1686,Concrete,2021,46.08,13.18,0.82,0
SID 757873,94.26,Primary,17687,Concrete,2024,42.9,14.72,0.87,0
SID 295038,89.28,Secondary,24141,Concrete,2022,49.33,13.64,0.67,0
SID 432915,63.25,Primary,10432,Concrete,2020,47.75,11.26,0.69,0
SID 432960,20.97,Tertiary,4491,Asphalt,2019,69.95,18.39,1.13,1
SID 710547,35.09,Tertiary,1764,Asphalt,2019,68.03,19.45,1.19,1
SID 713704,69.25,Tertiary,1682,Concrete,2013,48.96,14.53,0.67,0
SID 453397,89.98,Tertiary,1037,Concrete,2020,55.56,13.19,0.79,0
SID 594013,8.1,Secondary,7000,Asphalt,2018,78.63,19.72,1.3,1
SID 90418,100.0,Tertiary,789,Asphalt,2024,34.93,11.81,0.45,0
SID 679151,37.64,Secondary,8490,Asphalt,2018,71.14,20.12,0.72,1
SID 134396,77.73,Primary,19153,Concrete,2021,32.99,12.66,0.85,0
SID 150584,93.62,Tertiary,2863,Asphalt,2024,47.59,13.64,0.58,0
SID 479275,22.94,Primary,24047,Asphalt,2019,82.95,20.31,1.02,1
SID 319602,70.44,Secondary,11755,Concrete,2020,45.55,13.93,0.83,0
SID 377173,7.15,Tertiary,4610,Asphalt,2015,74.51,18.57,0.85,1
SID 1023906,36.58,Tertiary,3641,Concrete,2006,85.59,20.04,0.87,1
SID 1013525,44.98,Tertiary,2060,Asphalt,2019,70.01,18.85,0.77,1
SID 97487,40.76,Tertiary,4193,Concrete,2008,79.36,19.38,0.92,1
SID 360316,96.09,Tertiary,1680,Concrete,2017,38.01,14.64,0.88,0
SID 769398,37.63,Secondary,18426,Asphalt,2020,91.2,20.23,1.41,1
SID 985840,35.83,Secondary,6700,Asphalt,2008,91.4,18.97,0.51,1
SID 729321,75.73,Tertiary,883,Concrete,2020,61.94,13.68,0.6,0
SID 289100,31.74,Tertiary,1735,Asphalt,2020,70.48,20.23,0.82,1
SID 704633,74.17,Tertiary,2142,Concrete,2019,53.51,14.22,0.6,0
SID 443944,9.78,Tertiary,2942,Asphalt,2020,74.22,20.08,0.99,1
SID 1042859,50.19,Tertiary,2556,Concrete,2019,55.69,14.57,0.42,0
SID 222621,3.77,Tertiary,3047,Asphalt,2020,86.82,19.41,1.03,1
SID 37157,60.1,Primary,28934,Concrete,2018,43.66,14.06,0.56,0
SID 578963,72.44,Primary,23556,Asphalt,2024,42.95,13.87,0.65,0
SID 34161,79.5,Primary,12140,Concrete,2019,54.8,14.54,0.95,0
SID 784576,81.08,Tertiary,1363,Asphalt,2024,52.67,15.26,1.05,0
SID 163528,36.04,Tertiary,1785,Asphalt,2018,83.88,20.78,1.02,1
SID 24270,35.26,Primary,38770,Concrete,2010,72.5,19.48,1.1,1
SID 435484,70.16,Secondary,13218,Concrete,2019,44.32,12.09,0.59,0
SID 781511,34.5,Secondary,126,Asphalt,2020,92.74,18.86,0.69,1
SID 431417,41.72,Primary,58965,Asphalt,2016,95.78,18.71,0.96,1
SID 681536,46.7,Primary,19071,Asphalt,2018,64.28,19.64,1.08,1
SID 1044318,80.42,Primary,29756,Asphalt,2024,36.75,14.47,0.91,0
SID 1491,4.91,Tertiary,3488,Asphalt,2021,64.3,18.06,0.93,1
SID 374435,81.1,Secondary,5372,Concrete,2021,47.4,12.71,0.55,0
SID 609007,74.56,Secondary,5551,Concrete,2019,46.41,12.97,0.66,0
SID 66116,61.8,Secondary,9380,Concrete,2020,34.24,13.39,0.33,0
SID 531692,41.22,Secondary,15268,Asphalt,2019,84.8,18.56,0.71,1
SID 291621,38.99,Tertiary,4493,Asphalt,2019,77.36,20.03,0.74,1
SID 987501,75.0,Secondary,8747,Concrete,2020,41.59,12.34,0.61,0
SID 120805,92.06,Tertiary,2285,Concrete,2022,81.05,14.78,0.45,0
SID 581754,20.15,Primary,35331,Concrete,2013,86.58,18.08,0.93,1
SID 977760,11.68,Tertiary,1679,Concrete,2009,76.58,19.57,0.73,1
SID 494028,26.4,Primary,38127,Asphalt,2019,100.04,21.75,1.08,1
SID 761923,96.62,Tertiary,321,Asphalt,2024,66.3,16.26,0.68,0
SID 53719,65.36,Tertiary,5944,Asphalt,2018,88.73,19.17,1.03,1
SID 296918,81.06,Tertiary,1540,Concrete,2018,36.6,10.8,0.62,0
SID 441948,40.71,Secondary,9564,Asphalt,2014,79.6,18.35,1.2,1
SID 779631,21.91,Primary,32006,Asphalt,2017,81.07,19.55,1.32,1
SID 862613,88.68,Tertiary,1274,Asphalt,2024,63.62,16.05,0.53,0
SID 273143,55.2,Primary,16123,Concrete,2020,49.87,14.2,0.84,0
SID 188750,100.0,Tertiary,2335,Concrete,2019,49.3,10.13,0.62,0
SID 17018,37.78,Primary,29951,Concrete,2009,65.65,19.51,0.89,1
SID 1025152,42.13,Primary,55410,Asphalt,2013,75.32,19.57,0.71,1
SID 718223,42.61,Tertiary,2691,Concrete,2008,92.78,17.62,0.73,1
SID 992379,82.55,Primary,23324,Concrete,2025,51.47,15.31,0.84,0
SID 359918,13.14,Tertiary,9127,Concrete,2011,79.54,18.3,0.99,1
SID 841687,99.81,Tertiary,1563,Concrete,2019,40.32,13.69,0.62,0
SID 389874,88.17,Primary,14020,Asphalt,2024,40.19,13.09,0.95,0
SID 543510,100.0,Tertiary,1055,Concrete,2023,54.81,14.58,0.84,0
SID 57788,30.03,Tertiary,3863,Asphalt,2018,79.31,18.28,0.88,1
SID 679678,67.53,Secondary,11414,Concrete,2018,51.21,14.47,0.41,0
SID 123539,92.46,Secondary,5229,Concrete,2018,69.55,13.47,0.66,0
SID 961989,35.34,Secondary,18625,Asphalt,2019,76.67,19.76,1.27,1
SID 431031,89.82,Primary,45881,Asphalt,2025,33.62,15.68,1.07,0
SID 264980,72.77,Secondary,10523,Asphalt,2020,86.84,19.32,1.0,1
SID 1004094,50.07,Secondary,21851,Asphalt,2019,68.85,18.28,0.98,1
SID 318283,93.49,Tertiary,1797,Concrete,2018,41.54,13.06,0.83,0
SID 621082,82.6,Primary,28965,Asphalt,2024,44.21,15.87,0.65,0
SID 917488,86.93,Tertiary,2210,Concrete,2017,43.13,11.45,0.44,0
SID 1030972,75.9,Primary,43133,Concrete,2022,44.02,15.47,1.04,0
SID 100633,47.07,Secondary,10805,Concrete,2015,41.73,11.84,1.03,0
SID 117960,16.26,Tertiary,726,Asphalt,2020,75.64,22.02,0.85,1
SID 409024,33.92,Tertiary,4503,Asphalt,2010,89.73,18.92,0.82,1
SID 721207,30.56,Tertiary,2652,Asphalt,2020,70.47,19.38,0.93,1
SID 3620,84.13,Secondary,9231,Concrete,2018,47.45,14.87,0.6,0
SID 987585,36.41,Primary,16655,Asphalt,2014,79.89,20.19,1.19,1
SID 281066,88.77,Secondary,12880,Concrete,2023,35.24,12.84,0.74,0
SID 783108,11.13,Tertiary,1568,Asphalt,2015,89.04,18.73,1.03,1
SID 446171,58.27,Tertiary,1280,Concrete,2018,51.12,12.91,0.33,0
SID 44668,62.1,Primary,40678,Concrete,2023,42.77,14.7,0.65,0
SID 84504,78.26,Tertiary,1956,Asphalt,2024,42.79,14.47,0.93,0
SID 206155,31.69,Secondary,12017,Asphalt,2017,78.45,19.82,0.9,1
SID 374002,97.2,Tertiary,1948,Concrete,2024,63.95,13.74,0.72,0
SID 788810,100.0,Primary,31406,Concrete,2019,34.18,12.02,0.85,0
SID 96307,66.4,Tertiary,1839,Concrete,2022,47.81,13.84,0.58,0
SID 68178,85.92,Tertiary,2515,Concrete,2019,33.0,11.67,0.63,0
SID 126723,43.55,Tertiary,3660,Asphalt,2019,68.29,17.47,0.96,1
SID 681485,37.72,Tertiary,1776,Asphalt,2012,82.74,20.93,1.17,1
SID 489952,96.61,Primary,29271,Concrete,2020,45.04,15.88,0.91,0
SID 126015,25.39,Tertiary,3239,Concrete,2012,84.47,19.12,0.65,1
SID 789744,78.29,Secondary,9792,Concrete,2013,54.16,13.02,0.93,0
SID 59113,79.68,Primary,31392,Concrete,2019,90.3,15.29,0.7,0
SID 982210,87.83,Secondary,9749,Concrete,2022,44.59,13.74,0.98,0
SID 518056,79.05,Secondary,260,Concrete,2018,62.84,16.02,0.72,0
