ID,聚类标签,业务分区,NM,PCI,AADT,R,IRI
898361,2,急需维护区,1,23.16,76255.0,20.67,0.85
23281,0,一般维护区,0,77.36,24153.0,12.95,0.75
172735,1,急需维护区,1,2.49,4392.0,19.03,1.15
600635,1,急需维护区,1,44.15,9116.0,19.0,1.28
1034898,0,一般维护区,0,76.03,1350.0,11.79,0.6
341029,2,急需维护区,0,78.06,34364.0,15.94,0.89
997327,0,一般维护区,0,97.32,2020.0,14.96,0.74
568707,2,急需维护区,0,68.3,34110.0,11.93,1.21
268963,0,一般维护区,0,76.65,1193.0,12.96,0.52
280098,1,急需维护区,1,0.76,10954.0,21.11,0.73
951909,0,一般维护区,0,79.66,3241.0,12.68,0.54
1013893,1,急需维护区,1,36.05,11709.0,19.28,1.04
358374,1,急需维护区,1,20.61,8728.0,20.83,0.89
422303,1,急需维护区,1,22.48,12742.0,18.02,1.14
819281,1,急需维护区,1,37.45,1941.0,18.44,0.8
997809,0,一般维护区,0,87.98,6704.0,13.02,0.88
656010,0,一般维护区,0,42.26,12742.0,14.06,0.49
728645,0,一般维护区,0,82.9,2633.0,13.48,0.6
768971,0,一般维护区,0,64.53,3783.0,15.95,0.61
153588,0,一般维护区,0,95.53,18199.0,13.67,0.76
72457,1,急需维护区,1,40.99,1359.0,19.29,0.86
119534,1,急需维护区,1,6.27,1993.0,21.19,0.88
21895,0,一般维护区,0,77.04,2343.0,14.95,1.05
147096,2,急需维护区,0,67.01,29670.0,15.52,0.8
570503,0,一般维护区,0,86.75,1699.0,14.86,0.98
266100,0,一般维护区,0,91.4,698.0,11.39,0.74
92513,1,急需维护区,1,35.24,2051.0,20.42,0.84
977387,1,急需维护区,1,17.69,2528.0,18.09,0.97
1041870,1,急需维护区,1,2.03,30167.0,19.41,0.78
253940,0,一般维护区,0,100.0,1308.0,14.0,0.96
314372,0,一般维护区,0,88.29,25254.0,15.97,0.63
413794,0,一般维护区,0,75.14,7522.0,14.43,0.93
90752,2,急需维护区,0,84.22,34416.0,16.88,0.64
822815,1,急需维护区,1,67.64,546.0,19.46,0.64
910645,0,一般维护区,0,96.69,13433.0,14.12,1.08
440964,1,急需维护区,1,15.56,3603.0,17.99,1.02
702861,0,一般维护区,0,88.0,2726.0,12.02,0.68
129467,0,一般维护区,0,62.23,2802.0,12.01,0.96
952380,1,急需维护区,1,18.27,1739.0,20.02,1.22
677106,0,一般维护区,0,89.94,2161.0,11.9,1.01
973975,0,一般维护区,0,100.0,637.0,14.91,0.7
650466,0,一般维护区,0,66.41,1460.0,13.62,0.84
635442,1,急需维护区,1,4.81,1686.0,20.26,1.07
373195,0,一般维护区,0,97.11,1532.0,11.65,0.68
340329,0,一般维护区,0,72.23,5917.0,14.36,0.75
430059,0,一般维护区,0,77.51,556.0,12.19,0.48
956100,0,一般维护区,0,73.02,3164.0,12.44,0.5
633193,0,一般维护区,0,43.07,7483.0,14.54,0.8
880635,1,急需维护区,1,32.5,2300.0,19.52,1.09
354548,1,急需维护区,1,46.78,5265.0,19.6,1.0
526139,0,一般维护区,0,43.64,12921.0,10.21,0.81
217392,2,急需维护区,0,69.64,71342.0,16.09,0.91
392463,1,急需维护区,1,51.9,2715.0,17.31,0.74
583272,0,一般维护区,0,60.17,1602.0,16.3,0.62
335877,2,急需维护区,0,72.9,31634.0,16.3,1.02
1043225,2,急需维护区,1,43.21,49889.0,18.73,1.1
490522,0,一般维护区,0,79.22,7574.0,16.07,0.97
741076,1,急需维护区,1,44.29,2348.0,17.59,1.1
711030,2,急需维护区,1,36.76,51735.0,18.66,1.01
711177,1,急需维护区,1,25.22,1015.0,20.94,1.07
40017,1,急需维护区,1,16.56,2289.0,18.62,1.21
486073,1,急需维护区,1,42.98,1535.0,20.52,0.77
286914,1,急需维护区,1,44.29,20637.0,19.29,0.58
244239,0,一般维护区,0,64.55,21642.0,15.63,0.41
468522,0,一般维护区,0,100.0,10215.0,13.05,0.86
545556,0,一般维护区,0,62.55,11229.0,14.3,0.74
584841,1,急需维护区,1,55.85,16796.0,19.17,0.93
357832,1,急需维护区,1,43.39,24678.0,21.33,1.22
369076,0,一般维护区,0,60.56,29565.0,13.9,0.48
284750,0,一般维护区,0,84.42,7492.0,13.48,0.93
838508,1,急需维护区,1,9.46,3653.0,19.27,1.03
780638,0,一般维护区,0,72.96,14093.0,16.61,0.68
198627,1,急需维护区,1,37.51,11619.0,19.91,0.8
994620,2,急需维护区,0,82.98,32483.0,13.86,0.86
367992,0,一般维护区,0,100.0,2444.0,13.34,0.43
356362,0,一般维护区,0,81.34,2102.0,11.38,0.69
927551,1,急需维护区,1,0.0,15536.0,19.25,1.11
907923,0,一般维护区,0,62.3,14955.0,14.76,0.85
781368,0,一般维护区,0,80.32,15323.0,12.65,0.66
487057,1,急需维护区,1,26.87,12574.0,19.07,0.74
812922,2,急需维护区,0,39.12,27966.0,14.29,1.28
903893,1,急需维护区,1,26.74,7396.0,19.99,0.86
545618,1,急需维护区,1,15.48,1241.0,20.05,0.98
792570,1,急需维护区,1,12.63,4964.0,18.82,0.78
415955,0,一般维护区,0,69.25,1046.0,12.33,0.46
132334,0,一般维护区,0,74.86,29418.0,13.71,0.52
554187,1,急需维护区,1,32.97,19870.0,21.86,1.16
870904,0,一般维护区,0,100.0,11391.0,12.3,0.64
198016,0,一般维护区,0,90.25,-340.0,11.63,0.58
976384,1,急需维护区,1,12.39,23320.0,18.66,1.21
875595,1,急需维护区,1,0.0,3614.0,17.73,0.88
592801,1,急需维护区,1,30.6,3277.0,18.51,0.61
3731,0,一般维护区,0,47.32,9902.0,13.69,0.88
541001,0,一般维护区,0,89.95,3684.0,13.63,0.9
762719,1,急需维护区,1,56.03,21569.0,19.31,0.92
657025,2,急需维护区,1,37.51,29029.0,19.51,0.91
954391,0,一般维护区,0,100.0,7718.0,12.71,0.46
227627,1,急需维护区,1,24.35,14195.0,20.26,0.95
172433,1,急需维护区,1,19.12,14974.0,19.56,0.7
13140,1,急需维护区,1,2.75,13664.0,17.98,0.99
635124,2,急需维护区,0,64.95,33242.0,15.29,0.92
404098,0,一般维护区,0,75.09,2639.0,12.0,0.32
108601,1,急需维护区,1,38.4,10324.0,19.33,0.48
945399,0,一般维护区,0,100.0,1642.0,13.2,0.57
115448,0,一般维护区,0,100.0,1527.0,13.35,1.06
592936,1,急需维护区,1,22.57,3620.0,18.65,0.71
221382,0,一般维护区,0,93.32,7821.0,12.61,1.03
984530,0,一般维护区,0,93.46,1616.0,14.5,0.22
322242,0,一般维护区,0,89.22,7234.0,13.92,0.77
775508,0,一般维护区,0,52.15,1366.0,13.26,0.51
52181,0,一般维护区,0,66.76,9691.0,14.21,0.71
854314,0,一般维护区,0,81.04,815.0,13.55,0.79
49684,1,急需维护区,1,35.96,3118.0,19.22,0.82
58943,1,急需维护区,1,35.55,21899.0,20.09,0.87
210554,1,急需维护区,1,40.71,3782.0,17.33,1.03
254801,0,一般维护区,0,53.76,1703.0,14.13,1.07
501691,2,急需维护区,0,90.2,29918.0,14.83,1.02
445137,0,一般维护区,0,86.69,1686.0,13.18,0.82
757873,0,一般维护区,0,94.26,17687.0,14.72,0.87
295038,0,一般维护区,0,89.28,24141.0,13.64,0.67
432915,0,一般维护区,0,63.25,10432.0,11.26,0.69
432960,1,急需维护区,1,20.97,4491.0,18.39,1.13
710547,1,急需维护区,1,35.09,1764.0,19.45,1.19
713704,0,一般维护区,0,69.25,1682.0,14.53,0.67
453397,0,一般维护区,0,89.98,1037.0,13.19,0.79
594013,1,急需维护区,1,8.1,7000.0,19.72,1.3
90418,0,一般维护区,0,100.0,789.0,11.81,0.45
679151,1,急需维护区,1,37.64,8490.0,20.12,0.72
134396,0,一般维护区,0,77.73,19153.0,12.66,0.85
150584,0,一般维护区,0,93.62,2863.0,13.64,0.58
479275,1,急需维护区,1,22.94,24047.0,20.31,1.02
319602,0,一般维护区,0,70.44,11755.0,13.93,0.83
377173,1,急需维护区,1,7.15,4610.0,18.57,0.85
1023906,1,急需维护区,1,36.58,3641.0,20.04,0.87
1013525,1,急需维护区,1,44.98,2060.0,18.85,0.77
97487,1,急需维护区,1,40.76,4193.0,19.38,0.92
360316,0,一般维护区,0,96.09,1680.0,14.64,0.88
769398,1,急需维护区,1,37.63,18426.0,20.23,1.41
985840,1,急需维护区,1,35.83,6700.0,18.97,0.51
729321,0,一般维护区,0,75.73,883.0,13.68,0.6
289100,1,急需维护区,1,31.74,1735.0,20.23,0.82
704633,0,一般维护区,0,74.17,2142.0,14.22,0.6
443944,1,急需维护区,1,9.78,2942.0,20.08,0.99
1042859,0,一般维护区,0,50.19,2556.0,14.57,0.42
222621,1,急需维护区,1,3.77,3047.0,19.41,1.03
37157,0,一般维护区,0,60.1,28934.0,14.06,0.56
578963,0,一般维护区,0,72.44,23556.0,13.87,0.65
34161,0,一般维护区,0,79.5,12140.0,14.54,0.95
784576,0,一般维护区,0,81.08,1363.0,15.26,1.05
163528,1,急需维护区,1,36.04,1785.0,20.78,1.02
24270,2,急需维护区,1,35.26,38770.0,19.48,1.1
435484,0,一般维护区,0,70.16,13218.0,12.09,0.59
781511,1,急需维护区,1,34.5,126.0,18.86,0.69
431417,2,急需维护区,1,41.72,58965.0,18.71,0.96
681536,1,急需维护区,1,46.7,19071.0,19.64,1.08
1044318,2,急需维护区,0,80.42,29756.0,14.47,0.91
1491,1,急需维护区,1,4.91,3488.0,18.06,0.93
374435,0,一般维护区,0,81.1,5372.0,12.71,0.55
609007,0,一般维护区,0,74.56,5551.0,12.97,0.66
66116,0,一般维护区,0,61.8,9380.0,13.39,0.33
531692,1,急需维护区,1,41.22,15268.0,18.56,0.71
291621,1,急需维护区,1,38.99,4493.0,20.03,0.74
987501,0,一般维护区,0,75.0,8747.0,12.34,0.61
120805,0,一般维护区,0,92.06,2285.0,14.78,0.45
581754,2,急需维护区,1,20.15,35331.0,18.08,0.93
977760,1,急需维护区,1,11.68,1679.0,19.57,0.73
494028,2,急需维护区,1,26.4,38127.0,21.75,1.08
761923,0,一般维护区,0,96.62,321.0,16.26,0.68
53719,1,急需维护区,1,65.36,5944.0,19.17,1.03
296918,0,一般维护区,0,81.06,1540.0,10.8,0.62
441948,1,急需维护区,1,40.71,9564.0,18.35,1.2
779631,2,急需维护区,1,21.91,32006.0,19.55,1.32
862613,0,一般维护区,0,88.68,1274.0,16.05,0.53
273143,0,一般维护区,0,55.2,16123.0,14.2,0.84
188750,0,一般维护区,0,100.0,2335.0,10.13,0.62
17018,2,急需维护区,1,37.78,29951.0,19.51,0.89
1025152,2,急需维护区,1,42.13,55410.0,19.57,0.71
718223,1,急需维护区,1,42.61,2691.0,17.62,0.73
992379,0,一般维护区,0,82.55,23324.0,15.31,0.84
359918,1,急需维护区,1,13.14,9127.0,18.3,0.99
841687,0,一般维护区,0,99.81,1563.0,13.69,0.62
389874,0,一般维护区,0,88.17,14020.0,13.09,0.95
543510,0,一般维护区,0,100.0,1055.0,14.58,0.84
57788,1,急需维护区,1,30.03,3863.0,18.28,0.88
679678,0,一般维护区,0,67.53,11414.0,14.47,0.41
123539,0,一般维护区,0,92.46,5229.0,13.47,0.66
961989,1,急需维护区,1,35.34,18625.0,19.76,1.27
431031,2,急需维护区,0,89.82,45881.0,15.68,1.07
264980,1,急需维护区,1,72.77,10523.0,19.32,1.0
1004094,1,急需维护区,1,50.07,21851.0,18.28,0.98
318283,0,一般维护区,0,93.49,1797.0,13.06,0.83
621082,0,一般维护区,0,82.6,28965.0,15.87,0.65
917488,0,一般维护区,0,86.93,2210.0,11.45,0.44
1030972,2,急需维护区,0,75.9,43133.0,15.47,1.04
100633,0,一般维护区,0,47.07,10805.0,11.84,1.03
117960,1,急需维护区,1,16.26,726.0,22.02,0.85
409024,1,急需维护区,1,33.92,4503.0,18.92,0.82
721207,1,急需维护区,1,30.56,2652.0,19.38,0.93
3620,0,一般维护区,0,84.13,9231.0,14.87,0.6
987585,1,急需维护区,1,36.41,16655.0,20.19,1.19
281066,0,一般维护区,0,88.77,12880.0,12.84,0.74
783108,1,急需维护区,1,11.13,1568.0,18.73,1.03
446171,0,一般维护区,0,58.27,1280.0,12.91,0.33
44668,2,急需维护区,0,62.1,40678.0,14.7,0.65
84504,0,一般维护区,0,78.26,1956.0,14.47,0.93
206155,1,急需维护区,1,31.69,12017.0,19.82,0.9
374002,0,一般维护区,0,97.2,1948.0,13.74,0.72
788810,0,一般维护区,0,100.0,31406.0,12.02,0.85
96307,0,一般维护区,0,66.4,1839.0,13.84,0.58
68178,0,一般维护区,0,85.92,2515.0,11.67,0.63
126723,1,急需维护区,1,43.55,3660.0,17.47,0.96
681485,1,急需维护区,1,37.72,1776.0,20.93,1.17
489952,2,急需维护区,0,96.61,29271.0,15.88,0.91
126015,1,急需维护区,1,25.39,3239.0,19.12,0.65
789744,0,一般维护区,0,78.29,9792.0,13.02,0.93
59113,2,急需维护区,0,79.68,31392.0,15.29,0.7
982210,0,一般维护区,0,87.83,9749.0,13.74,0.98
518056,0,一般维护区,0,79.05,260.0,16.02,0.72
317025,1,急需维护区,1,26.66,6084.0,18.47,1.11
764545,0,一般维护区,0,62.66,1250.0,11.52,0.62
806764,0,一般维护区,0,90.93,1090.0,14.01,0.63
33776,0,一般维护区,0,67.36,2079.0,15.41,0.65
82857,0,一般维护区,0,69.42,1527.0,13.81,0.62
733240,1,急需维护区,1,7.6,3644.0,19.22,0.77
591199,1,急需维护区,1,23.74,3276.0,16.93,1.04
313677,1,急需维护区,1,63.46,14773.0,17.82,1.1
781637,1,急需维护区,1,33.61,5809.0,20.0,0.78
761959,0,一般维护区,0,85.17,2382.0,12.9,0.86
48268,0,一般维护区,0,81.09,3409.0,15.38,0.78
784539,0,一般维护区,0,56.23,4459.0,13.38,0.81
866982,0,一般维护区,0,100.0,959.0,15.39,0.35
363328,0,一般维护区,0,100.0,9375.0,14.45,0.59
365822,1,急需维护区,1,20.3,6608.0,17.51,0.72
759534,1,急需维护区,1,24.18,3421.0,19.38,0.9
20905,0,一般维护区,0,61.72,3133.0,15.75,0.43
31607,1,急需维护区,1,57.53,892.0,18.08,1.02
27314,0,一般维护区,0,100.0,2018.0,15.1,0.55
1036289,0,一般维护区,0,79.69,2078.0,15.67,1.12
62153,0,一般维护区,0,62.81,1968.0,14.83,0.62
110647,1,急需维护区,1,33.05,6245.0,19.43,0.72
407502,1,急需维护区,1,9.89,1358.0,18.67,1.21
837635,0,一般维护区,0,78.02,13008.0,14.74,1.11
696930,0,一般维护区,0,87.96,3598.0,15.08,0.6
977232,0,一般维护区,0,72.25,2449.0,13.14,0.77
289198,0,一般维护区,0,62.37,13776.0,15.34,0.57
706362,1,急需维护区,1,57.24,3325.0,18.29,1.11
908709,1,急需维护区,1,33.03,16872.0,20.16,0.9
672002,0,一般维护区,0,83.54,1746.0,12.51,0.35
87844,2,急需维护区,1,37.5,25247.0,17.87,0.92
813899,0,一般维护区,0,90.27,6020.0,12.95,1.21
814419,0,一般维护区,0,89.38,3711.0,13.52,0.86
813022,0,一般维护区,0,71.17,15573.0,12.4,0.79
310453,1,急需维护区,1,22.87,1836.0,19.66,0.89
960995,1,急需维护区,1,25.95,16762.0,19.01,0.86
538774,0,一般维护区,0,83.92,1404.0,15.65,0.67
702904,0,一般维护区,0,86.58,8393.0,16.15,0.76
596834,1,急需维护区,1,4.84,2698.0,18.74,0.93
890929,1,急需维护区,1,23.84,21559.0,18.69,1.28
24376,1,急需维护区,1,24.7,7505.0,18.4,1.11
362600,0,一般维护区,0,100.0,14450.0,14.28,0.53
139881,0,一般维护区,0,83.64,4374.0,13.2,0.91
805564,2,急需维护区,0,56.84,32547.0,13.21,1.0
757316,1,急需维护区,1,9.53,1143.0,19.53,0.65
360235,1,急需维护区,1,35.25,3237.0,20.11,0.92
480588,1,急需维护区,1,38.77,1922.0,20.47,0.89
1034386,1,急需维护区,1,17.57,18600.0,18.14,0.96
944773,0,一般维护区,0,94.68,-163.0,16.34,0.35
228764,1,急需维护区,1,40.14,4207.0,18.98,0.86
519552,2,急需维护区,1,36.25,34412.0,19.94,1.07
597295,1,急需维护区,1,36.24,18422.0,18.53,1.05
430618,0,一般维护区,0,72.8,3100.0,15.1,0.55
791991,2,急需维护区,0,79.87,26807.0,16.78,1.15
646541,1,急需维护区,1,23.28,23339.0,18.69,1.0
149822,1,急需维护区,1,48.57,3616.0,16.78,0.89
449578,2,急需维护区,0,72.16,62754.0,16.31,1.23
267731,1,急需维护区,1,51.88,2430.0,18.07,0.91
708586,1,急需维护区,1,25.61,2533.0,18.59,1.31
529591,0,一般维护区,0,84.28,16564.0,15.25,0.91
423280,1,急需维护区,1,48.7,3219.0,18.59,1.11
151893,0,一般维护区,0,75.12,7148.0,14.24,0.93
257135,1,急需维护区,1,49.28,18428.0,18.56,0.64
484795,0,一般维护区,0,90.85,2197.0,13.67,0.72
691342,1,急需维护区,1,0.0,925.0,18.9,1.19
231525,1,急需维护区,1,52.21,3246.0,19.21,0.95
319214,1,急需维护区,1,13.3,20605.0,18.92,0.88
196090,2,急需维护区,1,29.27,54166.0,19.72,1.14
531620,0,一般维护区,0,76.88,1980.0,12.73,0.48
942264,0,一般维护区,0,83.97,2897.0,12.02,0.95
937775,1,急需维护区,1,7.79,18205.0,19.36,1.16
17537,0,一般维护区,0,85.49,3439.0,15.32,0.74
759508,0,一般维护区,0,100.0,8803.0,15.51,1.14
272190,0,一般维护区,0,69.98,7994.0,15.95,0.86
854156,2,急需维护区,1,10.88,36714.0,20.1,1.15
412848,1,急需维护区,1,37.92,4720.0,18.45,1.5
68985,1,急需维护区,1,0.0,20766.0,21.1,1.03
539514,0,一般维护区,0,79.33,17248.0,13.06,1.02
795082,1,急需维护区,1,6.99,10706.0,17.91,1.07
1014290,0,一般维护区,0,84.63,4417.0,12.74,0.72
815166,1,急需维护区,1,13.18,16324.0,18.64,1.0
440553,1,急需维护区,1,12.52,7080.0,19.39,0.9
904579,1,急需维护区,1,48.97,6917.0,19.95,1.07
727900,1,急需维护区,1,0.0,1790.0,19.5,1.0
112832,1,急需维护区,1,45.01,3355.0,18.2,1.16
967003,1,急需维护区,1,4.61,5668.0,19.49,0.36
209887,1,急需维护区,1,46.68,2287.0,19.99,1.47
591508,1,急需维护区,1,43.16,9898.0,20.01,1.17
459687,1,急需维护区,1,35.77,1403.0,21.05,0.94
1019816,0,一般维护区,0,100.0,702.0,13.38,0.98
716741,2,急需维护区,0,100.0,39183.0,18.1,0.88
1048856,1,急需维护区,1,21.83,11726.0,17.46,0.82
486714,1,急需维护区,1,29.23,15686.0,18.89,0.98
814830,0,一般维护区,0,66.36,2533.0,17.47,0.77
150157,1,急需维护区,1,50.79,3124.0,18.58,0.94
422736,2,急需维护区,0,100.0,43738.0,14.26,0.46
173454,1,急需维护区,1,27.4,14945.0,19.17,0.99
767089,1,急需维护区,1,56.92,15232.0,19.41,0.98
188066,0,一般维护区,0,83.54,2946.0,12.57,0.59
614523,1,急需维护区,1,26.82,24607.0,19.32,0.91
93043,0,一般维护区,0,64.72,2567.0,13.42,1.07
900088,0,一般维护区,0,67.04,18132.0,14.72,1.18
31177,0,一般维护区,0,97.03,2278.0,15.65,0.61
203021,1,急需维护区,1,17.53,13997.0,20.89,1.12
836252,1,急需维护区,1,40.57,14846.0,19.27,1.02
575483,0,一般维护区,1,53.16,1804.0,17.88,0.6
120568,1,急需维护区,1,63.44,2503.0,19.07,0.77
641001,0,一般维护区,0,63.55,19163.0,13.31,0.46
565445,0,一般维护区,0,83.66,9690.0,12.95,0.89
695916,1,急需维护区,1,22.85,12276.0,18.51,1.1
734958,0,一般维护区,0,84.4,25096.0,14.74,0.79
123033,0,一般维护区,0,100.0,14855.0,12.48,0.71
47312,0,一般维护区,0,88.96,8166.0,13.97,0.73
772461,0,一般维护区,0,84.84,6669.0,13.21,0.34
580710,0,一般维护区,0,96.16,1890.0,15.12,0.81
703719,1,急需维护区,1,21.01,2068.0,17.53,0.89
170608,0,一般维护区,0,97.07,12897.0,15.67,0.78
542921,0,一般维护区,0,100.0,14826.0,15.84,0.78
464708,2,急需维护区,1,38.82,72132.0,19.36,1.03
653900,2,急需维护区,0,64.62,24341.0,16.83,0.91
767176,1,急需维护区,1,23.81,6804.0,18.82,1.17
768294,1,急需维护区,1,30.19,3896.0,19.57,0.97
693897,0,一般维护区,0,70.84,23575.0,14.63,0.68
204625,2,急需维护区,1,39.22,35775.0,20.46,1.03
483696,1,急需维护区,1,17.52,24936.0,20.78,0.95
652213,0,一般维护区,0,98.16,14040.0,14.13,0.7
61746,1,急需维护区,1,23.51,14736.0,21.37,1.09
283701,1,急需维护区,1,43.54,10157.0,18.57,1.16
175435,1,急需维护区,1,25.09,6675.0,19.05,0.79
688939,2,急需维护区,0,76.48,37878.0,14.93,0.63
553155,1,急需维护区,1,28.79,7197.0,18.68,0.97
304557,0,一般维护区,0,64.94,2760.0,13.87,0.85
137357,0,一般维护区,0,98.25,1278.0,14.79,0.67
641377,1,急需维护区,1,37.17,17912.0,20.58,0.81
159675,0,一般维护区,0,79.7,8714.0,12.99,0.87
672631,0,一般维护区,0,100.0,1823.0,13.27,0.56
1023312,1,急需维护区,1,33.11,3636.0,18.72,1.28
430202,1,急需维护区,1,65.54,2689.0,18.56,0.78
950271,1,急需维护区,1,40.8,7771.0,20.92,1.31
185982,1,急需维护区,1,50.47,20982.0,19.83,1.06
594820,1,急需维护区,1,14.71,27189.0,18.98,0.98
934954,1,急需维护区,1,11.93,1913.0,18.74,1.17
683598,0,一般维护区,0,96.23,24916.0,15.81,0.83
890553,1,急需维护区,1,19.01,2187.0,18.15,0.79
592358,1,急需维护区,1,22.06,4545.0,19.92,0.98
628612,0,一般维护区,0,70.75,14997.0,11.83,0.71
191115,0,一般维护区,0,54.0,7999.0,13.92,0.77
770803,2,急需维护区,1,21.7,34823.0,22.06,0.78
771011,1,急需维护区,1,10.33,2607.0,17.0,0.86
845026,1,急需维护区,1,23.07,1980.0,18.17,0.93
942972,0,一般维护区,0,67.73,18516.0,14.53,0.97
707230,1,急需维护区,1,62.77,4877.0,18.63,1.05
637048,1,急需维护区,1,59.24,2129.0,18.35,0.9
785422,0,一般维护区,0,84.73,25192.0,13.54,0.7
785898,1,急需维护区,1,39.07,1377.0,19.43,1.27
568578,1,急需维护区,1,63.88,1587.0,17.96,0.95
950448,0,一般维护区,0,69.57,14470.0,14.19,0.5
685876,0,一般维护区,0,100.0,2472.0,13.28,0.29
4902,0,一般维护区,0,100.0,1696.0,13.35,0.6
209927,1,急需维护区,1,12.9,2903.0,19.97,0.87
377413,0,一般维护区,0,73.95,4334.0,14.59,0.57
297947,2,急需维护区,0,99.07,42249.0,18.31,0.41
674115,1,急需维护区,1,38.48,3456.0,17.91,1.02
698027,0,一般维护区,0,66.18,1588.0,12.52,0.51
529409,1,急需维护区,1,35.71,4194.0,19.59,1.19
930403,2,急需维护区,1,47.04,58612.0,20.01,1.29
907727,0,一般维护区,0,98.85,5167.0,14.02,1.08
152982,0,一般维护区,0,73.81,1704.0,12.68,0.57
410486,1,急需维护区,1,49.0,1653.0,18.7,0.87
836655,1,急需维护区,1,36.68,1985.0,20.31,1.09
209953,1,急需维护区,1,60.46,-403.0,20.24,0.9
523867,1,急需维护区,1,29.7,15926.0,18.11,0.8
639628,1,急需维护区,1,34.24,7061.0,21.26,1.11
228108,1,急需维护区,1,45.53,12325.0,19.6,1.2
483553,1,急需维护区,0,53.5,41.0,15.3,1.01
205469,0,一般维护区,0,97.62,5471.0,11.48,0.63
831739,2,急需维护区,1,9.7,60650.0,19.57,0.81
499681,0,一般维护区,0,85.79,11574.0,14.89,0.69
379760,1,急需维护区,1,21.95,3651.0,19.8,1.04
774204,0,一般维护区,0,93.14,773.0,12.02,0.61
274679,1,急需维护区,1,20.24,1859.0,20.04,0.76
718982,1,急需维护区,1,13.73,2287.0,20.69,0.97
902839,1,急需维护区,1,35.79,19478.0,17.21,1.18
779700,0,一般维护区,0,65.71,9981.0,15.06,0.9
605845,1,急需维护区,1,45.89,17533.0,18.43,0.83
920701,0,一般维护区,0,76.39,22425.0,16.97,0.5
999384,0,一般维护区,0,99.61,997.0,15.58,0.76
442037,0,一般维护区,0,60.06,5343.0,13.43,0.71
531272,0,一般维护区,0,81.16,8494.0,11.73,0.68
719837,0,一般维护区,0,76.44,7748.0,17.95,0.74
488476,0,一般维护区,0,100.0,26647.0,14.92,0.69
183012,1,急需维护区,1,49.01,13777.0,19.36,0.96
60521,0,一般维护区,0,67.84,9834.0,13.62,0.56
980089,0,一般维护区,0,93.35,1440.0,12.16,0.43
436570,0,一般维护区,0,73.52,9032.0,15.73,0.82
934804,2,急需维护区,0,100.0,39691.0,15.28,0.77
159851,1,急需维护区,1,41.04,2792.0,18.86,1.03
221995,1,急需维护区,1,17.05,17455.0,20.44,0.85
348400,0,一般维护区,0,73.66,4020.0,13.63,0.82
805046,0,一般维护区,0,100.0,18887.0,14.23,0.99
526557,1,急需维护区,1,51.95,3827.0,19.6,1.16
213402,0,一般维护区,0,87.62,17333.0,14.48,0.67
703332,0,一般维护区,0,61.44,6722.0,15.33,0.73
795458,2,急需维护区,1,12.67,32762.0,20.99,0.87
259802,1,急需维护区,1,32.47,1866.0,18.66,0.92
1021063,1,急需维护区,1,24.23,1799.0,19.77,0.95
448885,0,一般维护区,0,53.57,11083.0,14.85,0.67
168775,1,急需维护区,1,16.0,1524.0,17.45,0.93
702323,1,急需维护区,1,31.72,5054.0,19.1,0.73
155807,2,急需维护区,1,0.0,32462.0,19.15,1.02
475254,0,一般维护区,0,80.24,3537.0,11.4,0.55
356638,0,一般维护区,0,58.61,929.0,13.94,0.54
101357,0,一般维护区,0,96.65,18.0,16.5,0.66
84241,1,急需维护区,1,45.45,2210.0,20.54,1.12
491600,1,急需维护区,1,23.74,6554.0,17.75,0.93
170251,2,急需维护区,1,72.26,21834.0,19.63,0.83
314015,1,急需维护区,1,8.63,3261.0,20.23,0.95
65272,1,急需维护区,1,31.97,1954.0,19.05,0.93
482233,1,急需维护区,1,12.19,2698.0,17.7,1.14
479826,1,急需维护区,1,19.85,3855.0,18.9,0.99
178772,1,急需维护区,1,55.55,4685.0,18.8,0.87
838033,0,一般维护区,0,100.0,13998.0,15.23,0.86
739136,2,急需维护区,0,63.56,28175.0,15.4,1.06
27872,1,急需维护区,1,16.41,3655.0,19.21,0.95
224537,1,急需维护区,1,11.71,22800.0,19.03,1.43
49932,0,一般维护区,0,100.0,5517.0,14.87,0.51
925181,1,急需维护区,1,26.74,17053.0,17.24,0.88
246789,1,急需维护区,1,40.64,2787.0,19.64,0.99
711783,0,一般维护区,0,100.0,1833.0,14.93,0.73
503613,2,急需维护区,1,30.13,59552.0,18.38,1.17
187014,1,急需维护区,1,36.78,3399.0,19.56,0.86
99868,0,一般维护区,0,76.2,971.0,14.88,0.79
1000905,0,一般维护区,0,57.07,165.0,13.45,0.73
39832,1,急需维护区,1,32.28,1813.0,21.01,1.27
121152,0,一般维护区,0,96.03,1203.0,11.88,0.69
843639,1,急需维护区,1,38.0,3173.0,19.3,0.88
856592,0,一般维护区,0,82.44,8286.0,14.48,0.95
382253,1,急需维护区,1,47.94,2937.0,19.34,1.07
460147,0,一般维护区,0,93.5,5443.0,14.1,0.86
470906,1,急需维护区,1,7.19,2344.0,19.12,1.16
222708,0,一般维护区,0,88.2,17394.0,17.31,0.8
944964,1,急需维护区,1,22.15,905.0,19.58,0.64
662406,1,急需维护区,1,15.46,28564.0,20.53,0.81
380194,1,急需维护区,1,32.68,3064.0,19.94,0.92
671723,0,一般维护区,0,61.98,1812.0,12.73,0.75
413328,1,急需维护区,1,35.84,4052.0,20.59,0.74
700715,1,急需维护区,1,31.33,13771.0,21.42,1.09
